Teff,logg,Meta,eTeff,elogg,eMeta
5333.0,4.54,0.04,110.4,0.06,0.1565
5332.0,4.55,-0.07,176.45999999999998,0.059,0.173
5331.0,4.54,-0.01,180.715,0.057999999999999996,0.1495
5331.0,4.594,-0.2,63.0,0.022,0.1
5330.0,4.366,0.18,79.0,0.131,0.125
5328.0,4.55,0.14,56.0,0.09,0.04
5328.0,4.59,-0.4,146.84,0.061,0.213
5327.0,4.55,-0.09,64.135,0.05499999999999999,0.15899999999999997
5327.0,4.53,0.15,61.715,0.062,0.155
5326.0,4.59,-0.17,48.144999999999996,0.020499999999999997,0.11
5324.0,4.56,-0.09,58.055,0.05449999999999999,0.178
5324.0,4.54,0.02,113.83,0.0595,0.155
5323.0,4.56,-0.13,96.89,0.057999999999999996,0.16949999999999998
5322.0,4.54,0.08,73.70500000000001,0.0595,0.1565
5322.0,4.55,0.11,86.14,0.018500000000000003,0.0905
5322.0,4.55,-0.02,110.435,0.05449999999999999,0.16399999999999998
5322.0,4.51,0.06,100.0,0.08,0.05
5316.0,4.459,0.16,79.5,0.07,0.15
5316.0,4.57,0.0,106.0,0.05,0.15
5316.0,4.55,-0.04,98.22,0.055,0.1625
5315.0,4.515,0.29,79.0,0.023,0.05
5315.0,4.55,-0.01,94.895,0.051000000000000004,0.158
5315.0,4.55,-0.09,63.765,0.059,0.16899999999999998
5315.0,4.59,-0.09,33.0,0.005,0.02
5313.0,4.452,-0.31,72.0,0.043,0.04
5312.0,4.55,0.0,142.965,0.057499999999999996,0.16049999999999998
5311.0,4.588,-0.04,167.0,0.07100000000000001,0.3
5310.0,4.59,0.2,90.0,0.06,0.09
5310.0,4.54,0.26,124.0,0.28,0.07
5310.0,4.54,-0.02,170.97,0.057499999999999996,0.157
5308.0,4.56,-0.08,95.555,0.055999999999999994,0.16949999999999998
5307.0,4.51,0.02,80.41999999999999,0.0595,0.104
5306.0,4.55,-0.01,89.735,0.0545,0.1515
5303.0,4.55,-0.05,114.57,0.056499999999999995,0.1485
5301.0,4.55,-0.03,57.91,0.051500000000000004,0.1545
5300.0,4.33,0.28,100.0,0.03,0.13
5300.0,4.55,0.36,100.0,0.1,0.06
5300.0,4.51,0.18,30.0,0.05,0.02
5298.0,4.37,-0.217,65.0,0.11,0.044
5298.0,4.55,-0.01,55.515,0.056,0.166
5297.0,4.56,-0.1,99.97,0.055499999999999994,0.1755
5295.0,4.55,0.03,95.655,0.055999999999999994,0.16
5295.0,4.54,0.12,150.0,0.15,0.1
5293.0,4.55,0.08,55.474999999999994,0.028,0.1255
5293.0,4.55,-0.03,89.99000000000001,0.055499999999999994,0.16049999999999998
5291.0,4.48,-0.044,64.0,0.03,0.04
5289.0,4.39,0.24,69.0,0.03,0.05
5288.0,4.613,-0.24,151.0,0.063,0.3
5288.0,4.56,-0.09,82.765,0.053000000000000005,0.1565
5286.0,4.54,0.16,71.50999999999999,0.05,0.1725
5282.0,4.57,-0.19,80.175,0.055,0.1955
5282.0,4.56,-0.04,76.82,0.051000000000000004,0.158
5281.0,4.56,-0.1,152.565,0.05500000000000001,0.16849999999999998
5280.0,4.55,-0.01,57.61,0.0525,0.1535
5280.0,4.6,0.08,70.0,0.07,0.05
5279.0,4.55,-0.06,138.61,0.052500000000000005,0.155
5279.0,4.56,-0.09,98.465,0.053500000000000006,0.16949999999999998
5278.0,4.576,0.14,78.5,0.0525,0.15
5271.0,4.49,-0.06,37.0,0.03,0.03
5268.0,4.55,-0.07,156.155,0.052500000000000005,0.1595
5268.0,4.55,0.01,115.9,0.0495,0.155
5267.0,4.54,0.12,57.285,0.052,0.1465
5266.0,4.54,-0.2,64.0,0.03,0.04
5264.0,4.55,0.03,109.11500000000001,0.0505,0.156
5263.0,4.555,-0.037,87.0,0.025,0.0525
5262.0,4.54,-0.44,41.0,0.01,0.035
5261.0,4.56,-0.06,66.705,0.0495,0.162
5261.0,4.56,-0.09,101.88,0.051500000000000004,0.174
5261.0,4.56,-0.09,150.255,0.052500000000000005,0.16899999999999998
5260.0,4.51,0.12,100.0,0.04,0.1
5260.0,4.58,0.01,72.31,0.0075,0.0915
5260.0,4.3,0.2,100.0,0.2,0.1
5259.0,4.56,-0.05,109.56,0.0485,0.1575
5256.0,4.483,-0.16,184.0,0.11549999999999999,0.32499999999999996
5256.0,4.56,-0.01,59.26,0.047,0.1485
5254.0,4.56,-0.07,93.725,0.054000000000000006,0.152
5253.0,4.55,-0.01,74.25,0.0505,0.1595
5252.0,4.55,0.0,104.62,0.051000000000000004,0.156
5251.0,4.46,0.256,71.0,0.04,0.048
5251.0,4.592,-0.04,158.0,0.0645,0.3
5250.0,3.95,-0.09,50.0,0.1,0.08
5248.0,4.56,-0.05,95.11,0.0485,0.15350000000000003
5248.0,4.48,0.13,60.0,0.05,0.04
5247.0,4.56,-0.02,65.515,0.0235,0.1045
5245.0,4.62,-0.1,34.5,0.0,0.04
5244.0,4.449,0.02,193.5,0.152,0.275
5243.0,4.547,0.14,78.5,0.0525,0.15
5242.0,4.56,-0.06,79.81,0.048,0.1585
5242.0,4.556,-0.54,157.0,0.0945,0.3
5241.0,4.41,0.24,50.0,0.03,0.09
5241.0,4.55,-0.01,211.28,0.055499999999999994,0.152
5240.0,4.58,-0.04,45.22,0.0115,0.10600000000000001
5239.0,4.56,-0.04,76.66499999999999,0.0465,0.16149999999999998
5237.0,4.572,0.24,157.0,0.07,0.25
5236.0,4.55,0.04,67.82,0.0525,0.1625
5236.0,4.488,0.237,138.0,0.15,0.235
5235.0,4.56,-0.03,127.3,0.0495,0.166
5233.0,4.71,-0.04,50.0,0.1,0.08
5232.0,4.55,0.07,58.775,0.049,0.159
5230.0,4.594,0.0,158.0,0.068,0.3
5229.0,4.378,0.32,183.0,0.2,0.2
5229.0,4.441,0.08,78.0,0.0735,0.15
5227.0,4.57,0.0,63.67,0.018500000000000003,0.10200000000000001
5226.0,4.56,-0.04,78.05,0.0495,0.1635
5225.0,4.64,0.08,70.0,0.1,0.08
5223.0,4.505,0.32,183.0,0.0855,0.2
5222.0,4.56,-0.04,228.29,0.05550000000000001,0.16699999999999998
5222.0,4.57,0.15,48.0,0.01,0.05
5218.0,4.55,0.05,48.04,0.051000000000000004,0.138
5217.0,4.56,0.03,50.585,0.043500000000000004,0.179
5216.0,4.56,-0.04,94.75,0.0465,0.1555
5215.0,4.56,0.01,80.84,0.025500000000000002,0.1105
5214.0,4.57,0.22,42.655,0.006500000000000001,0.0495
5214.0,4.55,0.07,79.06,0.048,0.145
5213.0,4.58,-0.06,64.31,0.0115,0.10450000000000001
5213.0,4.56,-0.03,68.135,0.048,0.1635
5212.0,4.57,-0.1,83.56,0.049,0.173
5212.0,4.56,-0.03,65.565,0.0475,0.1585
5211.0,4.57,-0.11,81.94999999999999,0.0495,0.173
5210.0,4.56,-0.03,69.87,0.0245,0.106
5208.0,4.56,-0.05,126.69999999999999,0.0455,0.153
5206.0,4.57,-0.07,92.82499999999999,0.0485,0.159
5205.0,4.53,-0.61,23.0,0.05,0.02
5203.0,4.56,-0.02,64.66499999999999,0.023,0.1085
5203.0,4.56,-0.02,63.62,0.0455,0.159
5202.0,4.58,-0.07,80.4,0.0125,0.1065
5201.0,4.608,0.017,63.5,0.018,0.0665
5201.0,4.57,-0.06,110.38999999999999,0.0465,0.1545
5200.0,4.53,0.18,140.0,0.03,0.14
5200.0,4.5,0.3,100.0,0.02,0.12
5198.0,4.57,-0.06,94.305,0.046,0.15999999999999998
5196.0,4.57,-0.05,117.375,0.0455,0.1685
5194.0,4.487,0.17,73.0,0.05,0.07
5194.0,4.55,0.09,48.655,0.0465,0.1595
5193.0,4.57,-0.11,65.225,0.032,0.1075
5192.0,4.58,0.0,82.475,0.01,0.106
5191.0,4.56,-0.03,115.83,0.0445,0.1575
5191.0,4.597,-0.06,155.0,0.06,0.3
5190.0,4.54,0.1,90.0,0.1,0.08
5190.0,3.77,0.17,100.0,0.04,0.06
5190.0,4.446,0.12,81.0,0.0735,0.15
5188.0,4.57,-0.04,96.53,0.048,0.174
5188.0,4.56,0.01,57.835,0.045,0.1515
5187.0,4.2,0.1,11.0,0.04,0.03
5187.0,4.57,-0.1,189.53,0.051500000000000004,0.1805
5185.0,4.46,-0.05,50.0,0.1,0.08
5183.0,4.514,0.107,125.0,0.028,0.044
5183.0,4.57,-0.03,72.03,0.018000000000000002,0.105
5181.0,4.57,-0.01,198.66000000000003,0.049,0.1555
5181.0,4.57,-0.08,56.870000000000005,0.047,0.16599999999999998
5180.0,4.597,0.0,155.0,0.0615,0.275
5180.0,4.43,-0.26,45.0,0.1,0.03
5178.0,4.56,-0.03,74.25,0.0275,0.109
5176.0,4.57,-0.01,56.74,0.044,0.1635
5176.0,4.57,0.31,50.0,0.1,0.08
5174.0,4.57,0.05,74.445,0.018500000000000003,0.10200000000000001
5172.0,4.43,0.35,18.0,0.02,0.1
5171.0,4.517,0.2,36.0,0.012,0.1
5171.0,4.55,-0.03,151.0,0.03,0.155
5170.0,4.574,0.18,155.0,0.0615,0.25
5169.0,4.548,0.059,79.0,0.0305,0.043
5167.0,4.555,-0.04,103.0,0.043,0.15
5166.0,4.57,0.01,84.72,0.043,0.14400000000000002
5165.0,4.599,0.02,162.0,0.0615,0.275
5165.0,4.633,-0.32,145.5,0.0575,0.3
5165.0,4.47,0.22,90.0,0.06,0.13
5162.0,4.58,-0.1,64.685,0.047,0.175
5161.0,4.53,0.2,50.0,0.03,0.04
5160.0,4.57,-0.02,54.16,0.0185,0.0995
5160.0,4.57,-0.03,75.225,0.042,0.151
5159.0,3.604,-0.04,163.0,0.5465,0.3
5159.0,4.508,-0.16,153.0,0.089,0.3
5157.0,4.56,0.13,51.474999999999994,0.042,0.1595
5156.0,4.56,0.07,66.03,0.043000000000000003,0.1505
5153.0,4.57,0.0,70.3,0.018000000000000002,0.099
5152.0,4.5,-0.09,40.0,0.015,0.04
5151.0,4.592,0.21,146.0,0.063,0.25
5150.0,4.4,-0.05,100.0,0.2,0.13
5150.0,3.6,0.15,100.0,0.2,0.1
5148.0,4.58,-0.03,80.785,0.0175,0.1055
5148.0,4.57,0.0,99.34,0.0405,0.147
5144.0,4.57,-0.01,76.7,0.0395,0.14450000000000002
5143.0,4.5,-0.28,100.0,0.1,0.1
5143.0,4.57,-0.1,101.55000000000001,0.0455,0.16199999999999998
5139.0,4.49,0.07,62.0,0.02,0.05
5138.0,4.3,0.18,99.0,0.51,0.09
5135.0,4.464,0.12,80.0,0.0615,0.15
5135.0,4.464,0.12,80.5,0.063,0.15
5132.0,4.57,-0.01,69.985,0.041,0.16749999999999998
5132.0,4.571,-0.06,102.0,0.041999999999999996,0.15
5131.0,4.57,0.0,56.474999999999994,0.043000000000000003,0.149
5131.0,4.48,0.03,74.0,0.04,0.04
5130.0,4.515,0.15,90.0,0.018,0.14
5130.0,4.57,0.05,48.07,0.041,0.1505
5129.0,3.884,-0.16,145.5,0.505,0.3
5129.0,4.655,0.187,138.0,0.15,0.235
5127.0,4.57,-0.02,84.515,0.041,0.14400000000000002
5127.0,4.43,-0.09,52.0,0.08,0.03
5123.0,4.501,0.14,82.0,0.052000000000000005,0.15
5123.0,4.57,0.03,73.16499999999999,0.041,0.1725
5122.0,4.45,0.04,79.0,0.14,0.06
5121.0,4.58,-0.17,48.260000000000005,0.0475,0.1975
5109.0,3.96,0.1,153.5,0.44,0.25
5108.0,4.58,-0.03,171.25,0.0435,0.1605
5107.0,4.57,0.07,44.209999999999994,0.038,0.1485
5106.0,4.58,-0.02,74.62,0.0405,0.15
5106.0,4.58,0.03,65.5,0.025,0.05
5105.0,4.57,-0.03,83.83,0.04,0.15150000000000002
5102.0,4.58,-0.09,67.03999999999999,0.042499999999999996,0.16649999999999998
5101.0,4.57,0.0,59.45,0.039,0.154
5100.0,4.66,-0.12,100.0,0.1,0.1
5100.0,4.58,-0.06,75.785,0.04,0.162
5099.0,4.58,0.0,62.735,0.0405,0.163
5099.0,4.58,-0.12,75.80000000000001,0.043,0.18
5097.0,4.58,-0.01,84.63,0.0395,0.159
5096.0,4.58,-0.03,81.58,0.041,0.167
5083.0,4.512,0.22,152.0,0.0665,0.25
5081.0,4.596,0.12,151.0,0.0555,0.275
5080.0,4.58,0.3,80.0,0.08,0.1
5079.0,4.58,-0.08,92.85,0.039,0.1595
5078.0,4.61,-0.14,46.885,0.0115,0.0925
5077.0,4.5,0.13,39.5,0.015,0.05
5076.0,4.598,0.1,158.5,0.05499999999999999,0.275
5075.0,4.58,-0.01,54.845,0.037500000000000006,0.1555
5075.0,4.65,0.26,75.0,0.1,0.07
5074.0,4.58,0.01,53.14,0.037,0.16199999999999998
5071.0,4.58,0.05,71.885,0.037000000000000005,0.1605
5071.0,4.58,-0.08,83.505,0.04,0.1725
5071.0,4.505,-0.02,145.5,0.07999999999999999,0.3
5070.0,4.2,0.28,130.0,0.2,0.16
5069.0,4.59,-0.19,84.505,0.048,0.219
5069.0,4.58,-0.09,108.44,0.0415,0.183
5066.0,4.58,-0.08,70.98,0.041499999999999995,0.16499999999999998
5066.0,4.56,-0.01,73.365,0.035500000000000004,0.102
5064.0,4.59,-0.13,139.195,0.0435,0.185
5063.0,4.59,-0.18,87.975,0.046,0.2135
5060.0,4.58,-0.03,63.45,0.037,0.1575
5060.0,4.56,0.28,70.0,0.02,0.05
5054.0,4.58,-0.02,98.975,0.0375,0.153
5053.0,4.58,-0.07,90.63,0.038,0.1565
5053.0,4.58,-0.06,161.54500000000002,0.0385,0.1605
5052.0,4.503,0.02,151.0,0.07999999999999999,0.275
5051.0,4.628,-0.24,100.5,0.0345,0.15
5050.0,4.5,0.22,80.0,0.1,0.08
5049.8,4.527285,0.1716,64.88,0.026064,0.0596
5049.0,4.58,-0.02,45.95,0.035,0.1605
5048.0,4.58,-0.03,81.5,0.036500000000000005,0.14300000000000002
5047.0,4.58,0.01,69.075,0.036500000000000005,0.159
5047.0,3.49,-0.02,37.17,0.08149999999999999,0.0655
5046.0,4.5625,-0.55,74.0,0.0095,0.07
5046.0,4.58,0.02,78.055,0.035500000000000004,0.151
5044.0,4.58,-0.03,48.625,0.037,0.1595
5044.0,4.58,0.04,44.795,0.035500000000000004,0.145
5044.0,4.59,-0.07,50.105000000000004,0.0395,0.16849999999999998
5044.0,4.64,-0.16,42.5,0.01,0.035
5043.0,4.58,-0.01,86.58000000000001,0.019000000000000003,0.10400000000000001
5043.0,4.47,0.3,156.5,0.0995,0.22499999999999998
5043.0,4.46,-0.14,50.0,0.1,0.08
5042.0,4.59,-0.05,65.89,0.022,0.1075
5039.0,4.58,-0.02,55.114999999999995,0.038,0.16949999999999998
5033.0,4.64,-0.09,38.0,0.01,0.03
5030.0,4.58,0.01,80.095,0.036000000000000004,0.16749999999999998
5029.0,4.429,0.48,183.0,0.273,0.15
5028.0,3.46,-0.03,48.1,0.0095,0.0325
5027.0,4.6,-0.37,50.0,0.02,0.12
5026.0,4.58,0.0,100.0,0.036000000000000004,0.15
5021.0,4.58,-0.04,62.945,0.0355,0.1575
5020.0,4.59,-0.02,49.72,0.035500000000000004,0.1595
5017.0,4.486,0.25,70.0,0.043,0.04
5017.0,4.516,-0.02,151.0,0.088,0.3
5017.0,4.43,-0.02,88.0,0.16,0.06
5015.0,4.63,0.03,50.0,0.1,0.08
5014.0,4.59,0.0,64.41,0.013,0.10250000000000001
5012.0,4.09,0.18,78.0,0.16,0.05
5009.0,4.59,-0.11,191.715,0.0435,0.1785
5009.0,4.58,0.21,81.32,0.009,0.0865
5009.0,4.491,0.16,78.0,0.0525,0.15
5008.0,4.572,0.18,183.0,0.0495,0.25
5007.0,4.628,-0.033,138.0,0.15,0.235
5006.0,4.58,0.03,46.415000000000006,0.0325,0.155
5004.0,4.22,-0.09,50.0,0.13,0.03
5001.0,4.59,0.01,72.13,0.034,0.1535
5001.0,4.59,-0.03,109.735,0.0375,0.16049999999999998
5000.0,4.6,0.2,250.0,0.023,0.25
5000.0,4.582,0.03,100.0,0.014,0.12
5000.0,4.2,-0.09,53.0,0.17,0.03
4996.0,4.59,0.16,83.695,0.0085,0.0955
4995.0,3.345,-0.07,78.0,0.006,0.1
4995.0,4.59,0.02,231.32999999999998,0.0445,0.169
4995.0,4.26,0.15,50.0,0.19,0.06
4992.0,4.61,-0.24,96.0,0.046,0.22
4991.0,4.513,0.04,141.5,0.07100000000000001,0.275
4990.0,4.59,0.02,65.53999999999999,0.014,0.10300000000000001
4990.0,4.59,-0.05,63.485,0.036,0.16399999999999998
4987.0,4.52,0.12,41.0,0.037,0.1
4985.0,4.59,-0.1,49.019999999999996,0.0385,0.176
4984.0,4.61,-0.14,46.86,0.03,0.1395
4983.0,4.59,-0.01,81.695,0.0325,0.1575
4981.0,4.49,-0.66,31.0,0.06,0.1
4976.0,4.59,0.02,50.489999999999995,0.0325,0.1575
4975.0,4.576,-0.31,68.0,0.015,0.06
4975.0,4.4,0.0,95.0,0.1,0.05
4972.0,3.43,-0.04,45.91,0.019,0.027
4972.0,3.63,-0.03,50.0,0.1,0.08
4971.0,4.6,-0.05,110.835,0.034499999999999996,0.16899999999999998
4970.0,3.924,0.32,149.0,0.48,0.2
4970.0,2.9,-0.21,70.0,0.2,0.1
4969.0,4.622,-0.133,129.0,0.089,0.1
4967.0,4.59,0.01,59.724999999999994,0.0295,0.1505
4965.0,4.61,-0.25,95.75999999999999,0.040999999999999995,0.203
4963.0,4.6,-0.01,53.185,0.0325,0.1805
4962.0,4.37,0.1,89.0,0.2,0.07
4961.0,4.59,-0.01,89.525,0.0315,0.152
4960.0,4.54,0.37,36.0,0.02,0.07
4954.0,4.59,0.04,79.58500000000001,0.031,0.1565
4952.0,4.56,0.11,100.0,0.1,0.06
4951.0,4.59,-0.02,75.3,0.0325,0.16
4950.0,4.55,0.3,150.0,0.15,0.15
4948.0,4.508,0.14,79.0,0.0475,0.15
4948.0,4.59,-0.02,87.58000000000001,0.0325,0.159
4945.0,4.6,-0.05,70.43,0.0335,0.16199999999999998
4944.0,4.6,-0.04,44.855000000000004,0.010499999999999999,0.0995
4940.0,4.58,0.15,53.15,0.032,0.154
4940.0,4.6,-0.16,67.24,0.0405,0.198
4939.0,4.506,0.16,79.0,0.047,0.15
4939.0,4.59,-0.02,84.99,0.0325,0.1575
4938.0,4.515,-0.388,138.0,0.15,0.235
4937.0,4.71,0.14,50.0,0.1,0.08
4935.0,4.589,-0.42,140.0,0.052500000000000005,0.32499999999999996
4931.0,4.605,0.0,98.0,0.0335,0.15
4930.0,4.6,-0.1,100.0,0.1,0.1
4927.0,4.685,0.132,138.0,0.15,0.235
4927.0,4.59,0.07,46.5,0.015,0.07
4925.0,4.683,-0.107,138.0,0.15,0.235
4922.0,4.505,0.2,169.0,0.07,0.25
4920.0,4.3,0.19,80.0,0.2,0.13
4919.0,4.6,-0.04,53.985,0.0305,0.174
4919.0,4.6,-0.06,142.74,0.0345,0.17049999999999998
4915.0,4.512,0.16,83.0,0.047,0.15
4913.0,4.59,0.01,57.480000000000004,0.0305,0.1525
4913.0,4.6,-0.03,90.4,0.0315,0.157
4908.0,3.64,0.13,46.515,0.011,0.0945
4908.0,4.6,0.04,59.17999999999999,0.0295,0.1565
4906.0,4.61,-0.15,71.935,0.039,0.198
4904.0,4.535,0.0,148.0,0.063,0.3
4904.0,4.6,-0.04,68.925,0.0315,0.1565
4903.69,4.551151,0.0493,59.64,0.018087,0.056
4903.0,4.6,-0.07,64.755,0.0325,0.16699999999999998
4901.0,4.618,0.04,78.0,0.033,0.15
4900.0,4.65,-0.04,150.0,0.1,0.1
4900.0,3.52,0.09,90.0,0.05,0.14
4898.0,4.518,0.14,83.0,0.043000000000000003,0.15
4897.0,4.59,0.07,98.75999999999999,0.0305,0.1575
4897.0,4.6,-0.03,56.235,0.03,0.164
4895.0,4.6,-0.05,71.095,0.03,0.14900000000000002
4894.0,4.637,-0.24,97.0,0.0285,0.15
4893.0,4.58,-0.03,48.540000000000006,0.028999999999999998,0.1045
4886.0,4.61,0.02,65.285,0.009999999999999998,0.111
4884.0,4.52,0.08,70.0,0.05,0.05
4884.0,3.1,0.07,30.0,0.1,0.04
4881.0,4.61,-0.1,78.095,0.0325,0.174
4877.0,4.6,0.07,67.42,0.028,0.1485
4877.0,4.59,0.26,58.0,0.01,0.06
4871.0,4.6,-0.13,62.59,0.026,0.11399999999999999
4870.0,4.6,0.02,52.66,0.027499999999999997,0.16799999999999998
4870.0,4.6,0.04,51.03,0.028,0.165
4870.0,4.6,0.01,183.72500000000002,0.0345,0.157
4870.0,4.52,-0.02,60.0,0.1,0.04
4869.0,4.51,-0.09,77.0,0.04,0.05
4869.0,3.02,0.14,28.0,0.09,0.05
4868.0,4.6,-0.01,41.925,0.013999999999999999,0.10600000000000001
4865.0,4.6,0.11,48.075,0.0095,0.0995
4862.0,4.6,0.0,79.675,0.028499999999999998,0.1565
4861.0,4.59,0.09,72.065,0.012,0.0995
4861.0,4.6,0.07,97.195,0.027999999999999997,0.161
4859.0,4.612,0.0,97.0,0.03,0.15
4858.0,4.622,-0.02,161.0,0.043,0.3
4857.0,4.6,0.06,61.895,0.024999999999999998,0.151
4857.0,4.59,-0.11,85.0,0.02,0.14
4850.0,4.6,0.2,75.0,0.06,0.05
4850.0,4.61,-0.08,50.364999999999995,0.032,0.16449999999999998
4848.0,4.6,-0.02,63.155,0.0295,0.16
4847.0,4.581,0.0,97.0,0.0315,0.15
4846.0,3.783,0.42,44.0,0.06,0.03
4844.0,4.64,-0.224,138.0,0.15,0.235
4842.0,4.63,-0.17,47.0,0.01,0.055
4841.0,4.6,-0.04,78.495,0.031,0.152
4841.0,4.65,-0.06,38.0,0.0,0.035
4840.0,3.31,0.2,97.0,0.01,0.16
4840.0,3.297,-0.01,90.0,0.007,0.08
4839.0,4.61,-0.09,106.345,0.0315,0.16849999999999998
4838.0,4.61,0.09,52.685,0.008,0.1045
4836.0,4.6,-0.01,76.9,0.027500000000000004,0.1585
4834.0,4.6,-0.01,88.85,0.028999999999999998,0.16
4830.0,4.61,-0.01,80.855,0.027,0.16599999999999998
4828.0,4.61,0.01,43.455,0.026000000000000002,0.16999999999999998
4828.0,4.61,0.01,41.595,0.027000000000000003,0.1555
4825.0,4.603,0.08,96.0,0.0315,0.15
4823.0,4.674,-0.206,138.0,0.15,0.235
4821.0,4.529,0.16,76.0,0.04,0.15
4821.0,4.529,0.16,76.0,0.04,0.15
4819.0,4.507,0.095,94.0,0.04,0.038
4817.0,4.61,0.05,57.525,0.008,0.111
4817.0,4.6,0.1,59.690000000000005,0.026,0.1605
4815.0,4.61,-0.1,83.255,0.032,0.174
4812.0,4.59,0.22,72.0,0.02,0.05
4806.0,4.564,-0.1,136.5,0.0475,0.3
4806.0,3.31,0.05,100.0,0.15,0.1
4805.0,4.633,-0.06,144.0,0.043,0.3
4805.0,2.66,0.04,100.0,0.15,0.1
4803.0,4.623,-0.08,170.0,0.043,0.3
4802.0,4.14,0.15,97.0,0.24,0.04
4801.0,4.6,-0.18,49.0,0.01,0.08
4800.0,3.29,0.1,100.0,0.07,0.06
4796.0,4.62,-0.03,53.31,0.022,0.1895
4791.0,4.577,0.07,136.0,0.040499999999999994,0.275
4786.0,4.579,-0.2,137.0,0.045,0.3
4782.0,4.605,0.18,129.0,0.05,0.07
4781.0,4.59,0.34,98.0,0.04,0.07
4781.0,4.62,-0.16,82.77000000000001,0.0335,0.1865
4780.0,3.5,0.39,100.0,0.06,0.06
4779.0,4.61,-0.07,46.955,0.0285,0.16549999999999998
4776.0,4.61,-0.06,135.2,0.028999999999999998,0.162
4776.0,4.61,0.05,62.355000000000004,0.023,0.16399999999999998
4775.0,3.189,0.18,32.0,0.0075,0.06
4775.0,4.605,-0.5,100.0,0.013,0.5
4774.0,4.47,0.2,133.0,0.08,0.1
4770.0,4.61,0.0,61.66,0.025,0.1585
4769.0,4.622,0.12,172.0,0.041999999999999996,0.275
4760.0,5.25,0.22,15.0,0.26,0.12
4758.0,4.61,0.01,46.754999999999995,0.0095,0.10250000000000001
4756.0,4.698,-0.372,50.0,0.1,0.1
4755.0,4.61,0.02,40.894999999999996,0.0245,0.16
4754.0,4.61,0.01,78.85499999999999,0.026500000000000003,0.1545
4752.0,4.596,0.019,138.0,0.15,0.235
4751.0,4.62,-0.07,67.215,0.028499999999999998,0.16599999999999998
4751.0,4.61,-0.32,139.0,0.1,0.02
4747.0,4.61,-0.04,46.46,0.026500000000000003,0.1525
4742.0,4.51,-0.33,60.0,0.1,0.04
4740.0,4.62,-0.05,100.0,0.01,0.12
4739.0,4.62,-0.02,92.735,0.02,0.132
4736.0,4.66,-0.46,80.78999999999999,0.0315,0.165
4730.0,4.62,-0.02,39.805,0.025,0.155
4726.0,4.62,-0.06,68.05,0.026500000000000003,0.1745
4725.0,4.636,0.05,74.0,0.03,0.07
4723.0,4.557,0.08,167.0,0.0475,0.275
4720.0,4.46,-0.06,50.0,0.1,0.08
4715.0,4.66,-0.25,47.0,0.01,0.06
4712.0,4.62,0.06,63.45,0.0215,0.16349999999999998
4709.0,4.62,0.11,50.985,0.019,0.1555
4708.0,4.62,0.06,57.1,0.008,0.098
4703.0,4.582,-0.14,79.0,0.033,0.15
4701.0,4.54,0.24,79.0,0.034,0.15
4700.0,4.62,-0.11,57.745000000000005,0.029,0.173
4692.0,4.62,-0.06,44.095,0.028,0.1505
4690.0,4.63,-0.16,42.0,0.02,0.055
4685.0,4.62,0.02,181.66,0.029,0.156
4684.0,4.622,-0.137,79.0,0.024,0.127
4679.0,4.62,0.05,56.355,0.023,0.16199999999999998
4677.0,4.61,0.04,76.785,0.0245,0.148
4676.0,4.62,-0.14,62.0,0.02,0.065
4675.0,4.627,0.03,100.0,0.0097,0.2
4675.0,4.654,-0.343,53.0,0.057,0.059
4673.0,4.62,0.12,83.575,0.022,0.16549999999999998
4671.0,4.63,-0.19,81.18,0.020999999999999998,0.1285
4667.0,4.63,-0.08,244.0,0.015,0.22
4665.0,2.52,-0.03,18.0,0.05,0.1
4663.0,4.667,-0.25,138.0,0.15,0.235
4662.0,4.62,0.19,44.675,0.0125,0.148
4660.0,4.63,-0.26,41.0,0.34,0.07
4658.0,4.632,0.0,93.0,0.0285,0.15
4658.0,2.49,0.15,24.0,0.05,0.1
4655.0,4.62,-0.07,42.265,0.025500000000000002,0.164
4653.0,4.62,0.05,54.34,0.016,0.1805
4651.0,4.62,0.01,60.900000000000006,0.0235,0.1545
4650.0,4.72,-0.15,150.0,0.06,0.11
4647.0,4.62,0.16,70.755,0.012,0.157
4645.0,4.53,0.02,50.0,0.005,0.08
4644.0,4.63,-0.06,101.28999999999999,0.0245,0.1745
4642.0,4.62,0.07,42.894999999999996,0.018500000000000003,0.16999999999999998
4630.0,4.63,-0.1,41.915000000000006,0.0315,0.1795
4629.0,4.64,-0.14,145.5,0.01,0.16499999999999998
4612.0,4.63,0.04,120.495,0.023,0.176
4611.0,4.63,-0.03,50.5,0.0235,0.1605
4610.0,4.58,0.16,20.0,0.02,0.05
4603.0,4.615,-0.045,138.0,0.15,0.235
4601.0,4.62,-0.01,81.24,0.0245,0.14
4600.0,4.595,-0.02,150.0,0.019,0.12
4599.0,4.65,-0.26,165.0,0.02,0.19
4598.0,4.63,0.13,37.975,0.0155,0.172
4598.0,4.62,-0.01,57.75,0.024,0.1435
4597.0,4.62,0.11,67.555,0.0185,0.16599999999999998
4593.0,4.61,-0.21,60.0,0.01,0.03
4590.0,4.543,0.428,126.0,0.095,0.1
4587.0,4.62,0.03,93.265,0.025,0.156
4584.0,4.63,0.11,67.915,0.0165,0.1675
4580.0,4.641,0.08,92.0,0.028499999999999998,0.15
4580.0,2.1,-0.15,70.0,0.15,0.04
4575.0,4.65,-0.11,74.0,0.01,0.06
