hostname,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
K2-43,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,,3840.6,98.8,-49.5,0.0,0.542,0.049,-0.022,0.0,0.571,0.111,-0.055,0.0,,,,,,,,,,,,,
TOI-1467,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,,3834.0,157.0,-157.0,0.0,0.491,0.015,-0.015,0.0,0.489,0.02,-0.02,0.0,,,,,,,,,,,,,
Kepler-125,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,3810.0,150.0,-150.0,0.0,0.512,0.021,-0.021,0.0,,,,,,,,,,,,,,4.744,0.2,-0.2,0.0
HD 6860,<a refstr=LEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230715897L/abstract target=ref>Lee et al. 2023</a>,M0 III,3802.0,,,0.0,86.4,,,0.0,2.49,,,0.0,-0.03,,,0.0,[Fe/H],3.22398,,,0.0,0.541,,,0.0
TOI-2081,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,M1.0,3800.0,100.0,-100.0,0.0,0.534,0.08,-0.08,0.0,0.54,0.08,-0.08,0.0,-0.5,,,-1.0,[Fe/H],-1.33847,0.00217,-0.00218,0.0,4.5,,,-1.0
Kepler-327,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,3799.0,100.0,-100.0,0.0,0.492,0.016,-0.016,0.0,,,,,,,,,,,,,,4.758,0.1,-0.1,0.0
K2-14,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,3789.0,17.0,-16.0,0.0,0.45,0.01,-0.01,0.0,0.47,0.01,-0.01,0.0,-0.37,0.03,-0.04,0.0,[Fe/H],,,,,,,,
HD 220074,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,3787.0,110.0,-110.0,0.0,54.92,8.76,-8.76,0.0,2.2,2.62,-2.62,0.0,-0.25,,,0.0,[Fe/H],,,,,1.3,0.5,-0.5,0.0
K2-26,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,M1.0 V,3785.0,185.0,-185.0,0.0,0.52,0.08,-0.08,0.0,0.56,0.1,-0.1,0.0,-0.13,0.15,-0.15,0.0,[Fe/H],-1.3098,0.16714,-0.27522,0.0,,,,
GJ 96,<a refstr=HOBSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.103H/abstract target=ref>Hobson et al. 2018</a>,M2,3785.0,62.0,-62.0,0.0,,,,,0.6,0.07,-0.07,0.0,0.14,0.08,-0.08,0.0,[Fe/H],-1.05159,0.06146,-0.07162,0.0,,,,
TOI-904,<a refstr=HARRIS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...959L...1H/abstract target=ref>Harris et al. 2023</a>,,3770.2,70.0,-70.0,0.0,0.527,0.021,-0.021,0.0,0.557,0.028,-0.028,0.0,0.022,0.09,-0.09,0.0,[Fe/H],-1.29243,0.09177,-0.11651,0.0,,,,
Kepler-231,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,3767.0,150.0,-150.0,0.0,0.49,0.021,-0.021,0.0,,,,,,,,,,,,,,4.779,0.2,-0.2,0.0
K2-324,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3752.0,57.0,-57.0,0.0,0.505,0.012,-0.012,0.0,0.517,0.041,-0.041,0.0,,,,,,,,,,4.743,0.057,-0.057,0.0
Kepler-236,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,3750.0,150.0,-150.0,0.0,0.51,0.019,-0.019,0.0,,,,,,,,,,,,,,4.753,0.2,-0.2,0.0
K2-416,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,M V,3746.0,72.0,-72.0,0.0,0.554,0.017,-0.017,0.0,0.548,0.012,-0.012,0.0,,,,,,-1.27003,0.01039,-0.01064,0.0,4.691,0.038,-0.038,0.0
GJ 3138,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M0,3717.0,49.0,-49.0,0.0,0.5,0.03,-0.03,0.0,0.681,,,0.0,-0.3,0.12,-0.12,0.0,[Fe/H],-1.34679,0.06279,-0.07343,0.0,,,,
Kepler-1651,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,,3713.0,57.0,-53.0,0.0,0.503,0.03,-0.027,0.0,0.522,0.033,-0.031,0.0,-0.16,,,0.0,[Fe/H],-1.368,0.069,-0.064,0.0,,,,
K2-323,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3710.0,118.0,-118.0,0.0,0.549,0.024,-0.024,0.0,0.478,0.089,-0.089,0.0,,,,,,,,,,4.63,0.127,-0.127,0.0
TOI-4527,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,3702.0,,,0.0,0.485948,,,0.0,0.483901,,,0.0,,,,,,,,,,4.75,,,0.0
K2-89,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3691.0,51.0,-51.0,0.0,0.318,0.033,-0.033,0.0,0.347,0.036,-0.036,0.0,,,,,,,,,,4.965,0.05,-0.05,0.0
GJ 887,<a refstr=JEFFERS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Sci...368.1477J/abstract target=ref>Jeffers et al. 2020</a>,M1 V,3688.0,86.0,-86.0,0.0,0.4712,0.086,-0.086,0.0,0.489,0.05,-0.05,0.0,-0.06,0.08,-0.08,0.0,[Fe/H],-1.43415,0.04481,-0.04997,0.0,4.78,,,0.0
Kepler-225,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,3682.0,150.0,-150.0,0.0,0.48,0.02,-0.02,0.0,,,,,,,,,,,,,,4.783,0.2,-0.2,0.0
AT2021ueyL,<a refstr=BAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250322331B/abstract target=ref>Ban et al. 2025</a>,M V,3680.0,307.0,-204.0,0.0,,,,,0.49,0.16,-0.18,0.0,,,,,,,,,,,,,
HD 112300,<a refstr=LEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230715897L/abstract target=ref>Lee et al. 2023</a>,M1 III,3657.0,,,0.0,65.8,,,0.0,1.4,0.3,-0.3,0.0,-0.06,,,0.0,[Fe/H],2.70121,,,0.0,0.8,,,0.0
K2-133,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,M1.5 V,3655.0,80.0,-80.0,0.0,0.455,0.022,-0.022,0.0,0.461,0.011,-0.011,0.0,,,,,,-1.47886,0.01668,-0.01735,0.0,,,,
K2-125,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,3654.47,99.56,-92.33,0.0,0.402049,0.031322,-0.03056,0.0,0.494727,0.050755,-0.057375,0.0,,,,,,,,,,,,,
K2-91,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3622.0,104.0,-104.0,0.0,0.284,0.041,-0.041,0.0,0.292,0.058,-0.058,0.0,,,,,,,,,,5.0,0.052,-0.052,0.0
GJ 674,<a refstr=BONFILS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...474..293B/abstract target=ref> Bonfils et al. 2007 </a>,M2.5,3600.0,100.0,-100.0,0.0,,,,,0.35,,,0.0,-0.28,,,0.0,[Fe/H],-1.796,,,0.0,,,,
Kepler-369,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,3591.0,100.0,-100.0,0.0,0.471,0.014,-0.014,0.0,,,,,,,,,,,,,,4.785,0.1,-0.1,0.0
TOI-5319,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,M,3580.0,124.25,-124.25,0.0,0.485,0.067,-0.067,0.0,0.5,0.096,-0.096,0.0,,,,,,-1.45905,0.0665,-0.07856,0.0,4.5,,,-1.0
TOI-1685,<a refstr=BURT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240514895B/abstract target=ref>Burt et al. 2024</a>,M2.65 V,3575.0,53.0,-53.0,0.0,0.4555,0.0128,-0.0128,0.0,0.454,0.018,-0.018,0.0,0.3,0.1,-0.1,0.0,[Fe/H],-1.51542,0.00859,-0.00877,0.0,,,,
Kepler-249,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,3568.0,150.0,-150.0,0.0,0.482,0.018,-0.018,0.0,,,,,,,,,,,,,,4.777,0.2,-0.2,0.0
Kapteyn,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443L..89A/abstract target=ref> Anglada-Escud&eacute; et al. 2014</a>,,3550.0,50.0,-50.0,0.0,0.291,0.025,-0.025,0.0,0.281,0.014,-0.014,0.0,-0.89,,,0.0,[M/H],,,,,,,,
GJ 27.1,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M0.5 V,3542.0,,,0.0,,,,,0.53,,,0.0,,,,,,-1.58503,,,0.0,,,,
K2-33,<a refstr=MANN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...61M/abstract target=ref>Mann et al. 2016</a>,M3.3,3540.0,70.0,-70.0,0.0,1.05,0.07,-0.07,0.0,0.56,0.09,-0.09,0.0,,,,,,-0.82391,0.07918,-0.09691,0.0,,,,
GJ 463,<a refstr=ENDL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..238E/abstract target=ref>Endl et al. 2022</a>,M3 V,3540.0,41.0,-41.0,0.0,0.49,0.015,-0.015,0.0,0.49,0.02,-0.02,0.0,,,,,,,,,,4.86,0.07,-0.07,0.0
K2-88,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3537.0,93.0,-93.0,0.0,0.256,0.049,-0.049,0.0,0.258,0.066,-0.066,0.0,,,,,,,,,,5.022,0.067,-0.067,0.0
TOI-2407,<a refstr=JAN_AMP_OACUTE__MU_AMP_NTILDE_OZ_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..932M/abstract target=ref>Jan&oacute; Mu&ntilde;oz et al. 2025</a>,,3530.0,100.0,-100.0,0.0,0.567,0.034,-0.034,0.0,0.548,0.016,-0.016,0.0,0.21,0.16,-0.16,0.0,[Fe/H],-1.34872,0.01524,-0.01579,0.0,,,,
2MASS J01225093-2439505,<a refstr=BOWLER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...774...55B/abstract target=ref> Bowler et al. 2013 </a>,M3.5 V,3530.0,50.0,-50.0,0.0,,,,,0.4,0.05,-0.05,0.0,,,,,,-1.72,0.11,-0.11,0.0,,,,
GJ 3341,<a refstr=ASTUDILLO_DEFRU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A.119A/abstract target=ref>Astudillo-Defru et al. 2015</a>,M2.5,3526.0,49.0,-49.0,0.0,0.439,0.027,-0.027,0.0,0.47,,,0.0,-0.09,0.09,-0.09,0.0,[Fe/H],-1.538,,,0.0,,,,
TOI-5799,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,,3521.0,157.0,-157.0,0.0,0.343,0.01,-0.01,0.0,0.327,0.02,-0.02,0.0,,,,,,,,,,,,,
TOI-1693,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3499.0,70.0,-70.0,0.0,0.46,0.01,-0.01,0.0,0.49,0.03,-0.03,0.0,,,,,,,,,,4.8,0.03,-0.03,0.0
TOI-5388,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,3495.0,,,0.0,0.31,,,0.0,0.28572,,,0.0,,,,,,,,,,4.91164,,,0.0
TOI-2285,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,,3491.0,58.0,-58.0,0.0,0.464,0.013,-0.013,0.0,0.454,0.01,-0.01,0.0,-0.05,0.12,-0.12,0.0,[Fe/H],-1.54212,0.01487,-0.0154,0.0,,,,
LHS 1678,<a refstr=SILVERSTEIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..151S/abstract target=ref>Silverstein et al. 2022</a>,M2.0 V,3490.0,50.0,-50.0,0.0,0.329,0.01,-0.01,0.0,0.345,0.014,-0.014,0.0,,,,,,-1.83863,0.00889,-0.00908,0.0,,,,
GJ 238,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,M2.5 V,3485.0,140.0,-140.0,0.0,0.4314,0.0075,-0.0071,0.0,0.4193,0.0095,-0.0098,0.0,0.15,0.1,-0.1,0.0,[Fe/H],-1.61618,0.05394,-0.0534,0.0,,,,
TOI-1883,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,M,3477.0,157.0,-157.0,0.0,0.494,0.015,-0.015,0.0,0.492,0.021,-0.021,0.0,,,,,,-1.49377,0.0943,-0.12063,0.0,4.5,,,-1.0
GJ 3293,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M2.5,3466.0,49.0,-49.0,0.0,0.404,0.027,-0.027,0.0,0.42,,,0.0,0.02,0.09,-0.09,0.0,[Fe/H],-1.65758,0.11394,-0.04357,0.0,,,,
USco1621 A,<a refstr=CHINCHILLA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A.152C/abstract target=ref>Chinchilla et al. 2020</a>,M2.5 V,3460.0,100.0,-100.0,0.0,,,,,0.36,0.08,-0.08,0.0,,,,,,-1.02,0.03,-0.03,0.0,,,,
K2-129,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,3459.09,89.05,-83.62,0.0,0.36001,0.030968,-0.029677,0.0,0.360031,0.067677,-0.074196,0.0,,,,,,,,,,,,,
GJ 1252,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,M3,3458.0,140.0,-133.0,0.0,0.391,0.02,-0.02,0.0,0.381,0.019,-0.019,0.0,0.1,0.1,-0.1,0.0,[Fe/H],-1.70774,0.0541,-0.05421,0.0,,,,
K2-18,<a refstr=CLOUTIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..35C/abstract target=ref>Cloutier et al. 2017</a>,,3457.0,39.0,-39.0,0.0,0.411,0.038,-0.038,0.0,0.359,0.047,-0.047,0.0,,,,,,,,,,,,,
TOI-6383 A,<a refstr=BERNAB_AMP_OGRAVE__ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..273B/abstract target=ref>Bernab&ograve; et al. 2024</a>,M3,3444.0,88.0,-88.0,0.0,0.457,0.019,-0.019,0.0,0.458,0.011,-0.011,0.0,,,,,,-1.48678,0.01183,-0.01216,0.0,4.81,0.05,-0.05,0.0
K2-316,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3436.0,3.0,-3.0,0.0,0.379,0.003,-0.003,0.0,0.408,0.005,-0.005,0.0,,,,,,,,,,4.891,0.002,-0.002,0.0
TOI-654,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,3433.0,,,0.0,0.43,,,0.0,0.531219,,,0.0,,,,,,,,,,4.89676,,,0.0
TOI-5205,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,M4.0,3430.0,54.0,-54.0,0.0,0.394,0.011,-0.011,0.0,0.392,0.015,-0.015,0.0,0.0,,,0.0,[Fe/H],-1.7122,0.03442,-0.03738,0.0,4.84,0.03,-0.03,0.0
USco1556 A,<a refstr=CHINCHILLA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A.152C/abstract target=ref>Chinchilla et al. 2020</a>,M3.0 V,3410.0,100.0,-100.0,0.0,,,,,0.33,0.07,-0.07,0.0,,,,,,-1.09,0.04,-0.04,0.0,,,,
Kepler-1650,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,,3410.0,56.0,-46.0,0.0,0.334,0.039,-0.032,0.0,0.326,0.047,-0.039,0.0,-0.11,,,0.0,[Fe/H],-1.871,0.123,-0.107,0.0,,,,
TOI-122,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,M3 V,3403.0,100.0,-100.0,0.0,0.334,0.01,-0.01,0.0,0.312,0.007,-0.007,0.0,,,,,,-1.85387,0.00921,-0.00941,0.0,4.88,0.05,-0.05,0.0
TOI-4479,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,M3.0,3400.0,100.0,-100.0,0.0,0.451,0.085,-0.085,0.0,0.452,0.09,-0.09,0.0,0.0,,,-1.0,[Fe/H],-1.60432,0.00261,-0.00263,0.0,4.5,,,-1.0
K2-9,<a refstr=SCHLIEDER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...818...87S/abstract target=ref>Schlieder et al. 2016</a>,M2.5 V,3390.0,150.0,-150.0,0.0,0.31,0.11,-0.11,0.0,0.3,0.14,-0.14,0.0,-0.25,0.2,-0.2,0.0,[Fe/H],-1.92082,0.26324,-0.77815,0.0,,,,
K2-317,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3387.0,5.0,-5.0,0.0,0.379,0.006,-0.006,0.0,0.403,0.006,-0.006,0.0,,,,,,,,,,4.885,0.011,-0.011,0.0
K2-146,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,,3385.0,70.0,-70.0,0.0,0.33,0.01,-0.01,0.0,0.331,0.009,-0.009,0.0,,,,,,,,,,,,,
TOI-206,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3383.0,157.0,-157.0,0.0,0.35,0.01,-0.01,0.0,0.35,0.01,-0.01,0.0,,,,,,,,,,4.89,0.03,-0.03,0.0
GJ 273,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3382.0,49.0,-49.0,0.0,0.293,0.027,-0.027,0.0,0.29,,,0.0,0.09,0.17,-0.17,0.0,[Fe/H],-2.05552,0.24304,-0.60206,0.0,,,,
GJ 180,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M2 V,3371.0,,,0.0,,,,,0.43,,,0.0,,,,,,-1.88606,,,0.0,,,,
GJ 179,<a refstr=HOWARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...721.1467H/abstract target=ref> Howard et al. 2010 </a>,M3.5 V,3370.0,100.0,-100.0,0.0,0.38,0.02,-0.02,0.0,0.357,0.03,-0.03,0.0,0.3,0.1,-0.1,0.0,[Fe/H],-1.796,0.051,-0.058,0.0,4.83,,,0.0
K2-72,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,3360.47,87.24,-86.34,0.0,0.330989,0.030366,-0.029936,0.0,0.271365,0.079196,-0.090624,0.0,,,,,,,,,,,,,
Kepler-446,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,M4,3359.0,60.0,-60.0,0.0,0.24,0.04,-0.04,0.0,0.22,0.05,-0.05,0.0,-0.3,0.12,-0.12,0.0,[Fe/H],,,,,,,,
Wolf 1061,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3342.0,49.0,-49.0,0.0,0.307,0.027,-0.027,0.0,0.294,,,0.0,-0.09,0.09,-0.09,0.0,[Fe/H],-1.9914,0.21671,-0.4523,0.0,,,,
LTT 1445 A,<a refstr=WINTERS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210714737W/abstract target=ref>Winters et al. 2021</a>,,3340.0,150.0,-150.0,0.0,0.265,0.011,-0.01,0.0,0.257,0.014,-0.014,0.0,-0.34,0.09,-0.09,0.0,[Fe/H],,,,,,,,
TOI-2445,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3333.0,157.0,-157.0,0.0,0.27,0.01,-0.01,0.0,0.25,0.01,-0.01,0.0,,,,,,,,,,4.97,0.04,-0.04,0.0
TOI-1442,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3330.0,160.0,-160.0,0.0,0.31,0.01,-0.01,0.0,0.29,0.02,-0.02,0.0,,,,,,,,,,4.92,0.04,-0.04,0.0
TOI-1224,<a refstr=THAO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...41T/abstract target=ref>Thao et al. 2024</a>,,3326.0,66.0,-66.0,0.0,0.404,0.012,-0.012,0.0,0.4,0.01,-0.01,0.0,,,,,,-1.6968,0.00856,-0.00873,0.0,,,,
LHS 475,<a refstr=LUSTIG_YAEGER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023NatAs.tmp..179L/abstract target=ref>Lustig-Yaeger et al. 2023</a>,M3.5 V,3300.0,80.0,-30.0,0.0,0.2789,0.0014,-0.0014,0.0,0.262,,,0.0,,,,,,,,,,5.0,0.04,-0.04,0.0
GJ 1289,<a refstr=MOUTOU_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.196M/abstract target=ref>Moutou et al. 2024</a>,M4.5 Ve,3296.0,30.0,-30.0,0.0,,,,,0.21,0.02,-0.02,0.0,0.02,0.1,-0.1,0.0,[M/H],,,,,,,,
K2-325,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3287.0,67.0,-67.0,0.0,0.298,0.009,-0.009,0.0,0.274,0.008,-0.008,0.0,,,,,,,,,,4.84,0.026,-0.026,0.0
GJ 1148,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3287.0,157.0,-157.0,0.0,0.358519,0.010569,-0.010569,0.0,0.344045,0.020144,-0.020144,0.0,,,,,,-1.86908,0.0974,-0.12576,0.0,4.86566,0.000368,-0.000368,0.0
TOI-1806,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,3272.0,,,0.0,0.401575,,,0.0,0.392935,,,0.0,,,,,,,,,,4.82521,,,0.0
GJ 1132,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.142B/abstract target=ref>Bonfils et al. 2018</a>,,3270.0,140.0,-140.0,0.0,0.2105,0.0102,-0.0085,0.0,0.181,0.019,-0.019,0.0,,,,,,-2.35853,0.03247,-0.03509,0.0,,,,
