hostname,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
HD 154345,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5468.0,14.0,-14.0,0.0,0.85,0.01,-0.01,0.0,0.71,0.07,-0.07,0.0,-0.11,,,0.0,[Fe/H],,,,,4.43,0.04,-0.04,0.0
KOI-142,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,,5466.0,60.0,-60.0,0.0,0.897,0.016,-0.016,0.0,0.99,0.023,-0.023,0.0,0.27,0.06,-0.06,0.0,[Fe/H],,,,,,,,
HD 45364,<a refstr=LI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..163L/abstract target=ref>Li et al. 2022</a>,K0 V,5466.0,59.0,-32.0,0.0,0.89,0.01,-0.02,0.0,0.82,0.05,-0.05,0.0,,,,,,-0.19586,0.00136,-0.00137,0.0,,,,
Kepler-151,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5460.0,200.0,-200.0,0.0,0.83,0.411,-0.411,0.0,,,,,,,,,,,,,,4.555,0.3,-0.3,0.0
WASP-6,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5450.0,100.0,-100.0,0.0,0.73,0.07,-0.07,0.0,0.55,0.17,-0.17,0.0,-0.2,,,0.0,[Fe/H],,,,,4.6,0.2,-0.2,0.0
HD 63765,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5449.0,11.0,-11.0,0.0,0.83,0.01,-0.01,0.0,0.65,0.01,-0.01,0.0,-0.16,,,0.0,[Fe/H],,,,,4.41,0.0,0.0,0.0
K2-80,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5441.0,249.0,-249.0,0.0,0.87,0.1,-0.1,0.0,0.9,0.08,-0.08,0.0,,,,,,,,,,4.519,0.072,-0.072,0.0
K2-319,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,5440.0,115.0,-115.0,0.0,0.898,0.013,-0.013,0.0,0.954,0.055,-0.055,0.0,,,,,,,,,,4.512,0.055,-0.055,0.0
HD 171238,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G8 V,5440.0,,,0.0,1.01,0.07,-0.07,0.0,0.96,0.17,-0.17,0.0,0.2,,,0.0,[Fe/H],-0.09,0.05,-0.05,0.0,,,,
HD 102843,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K0 V,5436.0,144.0,-69.0,0.0,,,,,0.95,0.05,-0.05,0.0,,,,,,,,,,,,,
Kepler-222,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5433.0,200.0,-200.0,0.0,0.869,0.38,-0.38,0.0,,,,,,,,,,,,,,4.551,0.3,-0.3,0.0
K2-11,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5433.0,49.0,-144.0,0.0,5.15,0.2,-4.39,0.0,1.35,0.04,-0.56,0.0,-0.12,0.01,-0.17,0.0,[Fe/H],,,,,,,,
Kepler-1683,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5429.0,122.0,-122.0,0.0,0.900327,,,0.0,0.95,,,0.0,,,,,,-0.19763,,,0.0,4.50699,,,0.0
Kepler-82,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5428.0,100.0,-100.0,0.0,0.945,0.14,-0.14,0.0,,,,,,,,,,,,,,4.466,0.15,-0.15,0.0
DS Tuc A,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,G6 V,5428.0,80.0,-80.0,0.0,0.964,0.029,-0.029,0.0,1.01,0.06,-0.06,0.0,0.0,,,0.0,,-0.13966,0.00772,-0.00786,0.0,,,,
Kepler-409,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5421.0,64.0,-64.0,0.0,0.897,0.012,-0.011,0.0,0.913,0.05,-0.048,0.0,0.05,0.07,-0.07,0.0,[Fe/H],,,,,,,,
HD 142022 A,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5421.0,77.0,-77.0,0.0,1.04,0.03,-0.03,0.0,0.9,0.05,-0.05,0.0,0.19,,,0.0,[Fe/H],,,,,4.35,0.0,0.0,0.0
Kepler-166,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5413.0,200.0,-200.0,0.0,0.742,0.382,-0.382,0.0,,,,,,,,,,,,,,4.619,0.3,-0.3,0.0
K2-58,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5413.0,255.0,-255.0,0.0,0.86,0.1,-0.1,0.0,0.89,0.08,-0.08,0.0,,,,,,,,,,4.522,0.074,-0.074,0.0
Kepler-285,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5411.0,200.0,-200.0,0.0,0.808,0.348,-0.348,0.0,,,,,,,,,,,,,,4.584,0.3,-0.3,0.0
Kepler-1690,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5404.0,122.0,-122.0,0.0,0.862346,,,0.0,0.94,,,0.0,,,,,,-0.24308,,,0.0,4.53983,,,0.0
Kepler-153,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5404.0,200.0,-200.0,0.0,0.892,0.537,-0.537,0.0,,,,,,,,,,,,,,4.446,0.3,-0.3,0.0
WASP-50,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,,5400.0,100.0,-100.0,0.0,0.843,0.031,-0.031,0.0,0.892,0.08,-0.074,0.0,,,,,,,,,,,,,
HD 216770,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5399.0,18.0,-18.0,0.0,0.93,0.02,-0.02,0.0,0.74,0.07,-0.07,0.0,0.27,,,0.0,[Fe/H],,,,,4.37,0.04,-0.04,0.0
Kepler-725,<a refstr=SUN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025NatAs.tmp..127S/abstract target=ref>Sun et al. 2025</a>,,5395.0,64.0,-64.0,0.0,0.88,0.05,-0.03,0.0,0.95,0.01,-0.01,0.0,,,,,,,,,,,,,
BD-10 3166,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5393.0,44.0,-44.0,0.0,0.91,0.04,-0.04,0.0,1.47,0.24,-0.24,0.0,0.38,,,0.0,[Fe/H],,,,,4.69,0.06,-0.06,0.0
HD 88133,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5392.0,,,0.0,2.2,,,0.0,1.26,,,0.0,,,,,,,,,,3.88,,,0.0
Kepler-322,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5388.0,100.0,-100.0,0.0,0.89,0.096,-0.096,0.0,,,,,,,,,,,,,,4.501,0.15,-0.15,0.0
HD 130322,<a refstr=HINKEL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....8H/abstract target=ref>Hinkel et al. 2015</a>,,5387.0,44.0,-44.0,0.0,0.85,0.04,-0.04,0.0,0.92,0.03,-0.03,0.0,,,,,,,,,,4.52,0.06,-0.06,0.0
HD 69830,<a refstr=LOVIS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.441..305L/abstract target=ref> Lovis et al. 2006 </a>,,5385.0,20.0,-20.0,0.0,,,,,0.86,0.03,-0.03,0.0,-0.05,0.02,-0.02,0.0,[Fe/H],-0.22,0.02,-0.02,0.0,,,,
Kepler-149,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5381.0,100.0,-100.0,0.0,0.953,0.136,-0.136,0.0,,,,,,,,,,,,,,4.465,0.15,-0.15,0.0
Kepler-314,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5378.0,100.0,-100.0,0.0,0.95,0.135,-0.135,0.0,,,,,,,,,,,,,,4.465,0.15,-0.15,0.0
Kepler-389,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5376.0,250.0,-250.0,0.0,0.792,0.402,-0.402,0.0,,,,,,,,,,,,,,4.57,0.3,-0.3,0.0
HD 7199,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5371.0,28.0,-28.0,0.0,0.97,0.02,-0.02,0.0,0.77,0.09,-0.09,0.0,0.32,,,0.0,[Fe/H],,,,,4.35,0.05,-0.05,0.0
K2-263,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5368.0,44.0,-44.0,0.0,0.85,0.02,-0.02,0.0,0.88,0.03,-0.03,0.0,-0.08,0.05,-0.05,0.0,[Fe/H],,,,,,,,
Kepler-307,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,,5367.0,94.0,-94.0,0.0,0.814,0.024,-0.024,0.0,0.907,0.034,-0.034,0.0,0.19,0.1,-0.1,0.0,[Fe/H],,,,,,,,
Kepler-233,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5360.0,200.0,-200.0,0.0,0.758,0.206,-0.206,0.0,,,,,,,,,,,,,,4.614,0.3,-0.3,0.0
Kepler-37,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5357.0,68.0,-68.0,0.0,0.789,0.0064,-0.0056,0.0,0.79,0.033,-0.03,0.0,-0.36,0.05,-0.05,0.0,[Fe/H],,,,,,,,
HD 77338,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5341.0,31.0,-31.0,0.0,0.97,0.02,-0.02,0.0,1.37,0.32,-0.32,0.0,0.32,,,0.0,[Fe/H],,,,,4.6,0.1,-0.1,0.0
Kepler-181,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5333.0,200.0,-200.0,0.0,0.749,0.367,-0.367,0.0,,,,,,,,,,,,,,4.619,0.3,-0.3,0.0
Kepler-195,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5329.0,200.0,-200.0,0.0,0.775,0.284,-0.284,0.0,,,,,,,,,,,,,,4.603,0.3,-0.3,0.0
HD 37605,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,K0,5329.0,,,0.0,0.91,0.05,-0.05,0.0,0.94,0.15,-0.15,0.0,0.27,,,0.0,[Fe/H],-0.22,0.05,-0.05,0.0,,,,
K2-64,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5312.0,82.0,-82.0,0.0,0.726,0.08,-0.08,0.0,0.741,0.069,-0.069,0.0,,,,,,,,,,4.576,0.05,-0.05,0.0
HD 95872,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5312.0,100.0,-100.0,0.0,0.84,0.04,-0.04,0.0,0.7,0.25,-0.25,0.0,0.41,,,0.0,[Fe/H],,,,,4.43,0.15,-0.15,0.0
Kepler-121,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5311.0,200.0,-200.0,0.0,0.701,0.38,-0.38,0.0,,,,,,,,,,,,,,4.646,0.3,-0.3,0.0
Kepler-46,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5309.0,200.0,-200.0,0.0,0.79,0.441,-0.441,0.0,,,,,,,,,,,,,,4.583,0.3,-0.3,0.0
Kepler-397,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5307.0,100.0,-100.0,0.0,0.767,0.066,-0.066,0.0,,,,,,,,,,,,,,4.572,0.15,-0.15,0.0
Kepler-179,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5302.0,200.0,-200.0,0.0,0.759,0.307,-0.307,0.0,,,,,,,,,,,,,,4.613,0.3,-0.3,0.0
HAT-P-22,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5302.0,80.0,-80.0,0.0,1.11,0.05,-0.05,0.0,1.13,0.22,-0.22,0.0,0.24,,,0.0,[Fe/H],,,,,4.36,0.04,-0.04,0.0
HD 102195,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5301.0,6.0,-6.0,0.0,0.82,0.01,-0.01,0.0,0.76,0.04,-0.04,0.0,0.04,,,0.0,[Fe/H],,,,,4.49,0.02,-0.02,0.0
Kepler-292,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5299.0,100.0,-100.0,0.0,0.826,0.073,-0.073,0.0,,,,,,,,,,,,,,4.536,0.15,-0.15,0.0
WASP-160 B,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,K0 V,5298.0,99.0,-99.0,0.0,0.868,0.031,-0.028,0.0,0.87,0.071,-0.068,0.0,0.27,0.1,-0.1,0.0,[Fe/H],,,,,,,,
Kepler-272,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5297.0,200.0,-200.0,0.0,0.929,0.497,-0.497,0.0,,,,,,,,,,,,,,4.426,0.3,-0.3,0.0
HD 45652,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G8/K0,5294.0,,,0.0,0.94,0.04,-0.04,0.0,0.92,0.13,-0.13,0.0,0.26,,,0.0,[Fe/H],-0.2,0.03,-0.03,0.0,,,,
HD 46375,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,5285.0,,,0.0,,,,,0.92,,,0.0,0.24,,,0.0,[Fe/H],,,,,4.533,,,0.0
Kepler-191,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5282.0,200.0,-200.0,0.0,0.789,0.39,-0.39,0.0,,,,,,,,,,,,,,4.594,0.3,-0.3,0.0
