hostname,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
Kepler-986,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5642.0,74.24,-60.93,0.0,0.98,0.118,-0.077,0.0,0.96,0.038,-0.036,0.0,0.04,0.096,-0.101,0.0,[Fe/H],,,,,4.43,0.078,-0.1,0.0
Kepler-1116,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5641.0,91.87,-133.14,0.0,0.93,0.197,-0.076,0.0,0.95,0.054,-0.057,0.0,0.01,0.139,-0.178,0.0,[Fe/H],,,,,4.48,0.06,-0.162,0.0
Kepler-1998,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5640.0,101.0,-113.0,0.0,0.921,0.131,-0.061,0.0,0.962,0.054,-0.068,0.0,0.06,0.15,-0.15,0.0,[Fe/H],,,,,4.492,0.045,-0.113,0.0
WASP-182,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,G5,5638.0,100.0,-100.0,0.0,1.34,0.03,-0.03,0.0,1.076,0.064,-0.064,0.0,0.27,0.11,-0.11,0.0,[Fe/H],,,,,4.218,0.033,-0.033,0.0
TIC 434398831,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..728V/abstract target=ref>Vach et al. 2025</a>,G4 V,5638.0,50.0,-50.0,0.0,0.909,0.048,-0.048,0.0,0.992,0.014,-0.018,0.0,-0.081,0.08,-0.08,0.0,[m/H],,,,,4.42,0.1,-0.1,0.0
Kepler-818,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5638.0,214.12,-110.99,0.0,0.92,0.142,-0.077,0.0,0.94,0.07,-0.061,0.0,-0.08,0.149,-0.181,0.0,[Fe/H],,,,,4.49,0.06,-0.118,0.0
HD 126525,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,5638.0,13.0,-13.0,0.0,0.979,0.03,-0.03,0.0,0.897,0.01,-0.01,0.0,-0.1,0.01,-0.01,0.0,[Fe/H],,,,,4.382,0.028,-0.028,0.0
Kepler-987,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5637.0,69.85,-60.98,0.0,0.91,0.032,-0.031,0.0,0.97,0.033,-0.033,0.0,0.01,0.104,-0.102,0.0,[Fe/H],,,,,4.51,0.021,-0.027,0.0
Kepler-579,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5636.0,135.41,-185.6,0.0,0.96,0.164,-0.084,0.0,0.99,0.061,-0.057,0.0,0.13,0.149,-0.144,0.0,[Fe/H],,,,,4.47,0.061,-0.135,0.0
Kepler-198,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5636.0,74.56,-63.58,0.0,0.93,0.048,-0.038,0.0,0.97,0.035,-0.033,0.0,0.04,0.099,-0.099,0.0,[Fe/H],,,,,4.49,0.034,-0.048,0.0
K2-105,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5636.0,49.0,-52.0,0.0,0.97,0.01,-0.01,0.0,1.05,0.02,-0.02,0.0,0.23,0.04,-0.03,0.0,[Fe/H],,,,,4.49,0.01,-0.01,0.0
Kepler-1186,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5635.0,68.42,-72.34,0.0,0.93,0.148,-0.064,0.0,0.95,0.045,-0.052,0.0,0.0,0.138,-0.172,0.0,[Fe/H],,,,,4.49,0.051,-0.136,0.0
Kepler-1065,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5635.0,166.04,-202.38,0.0,0.93,0.158,-0.087,0.0,0.94,0.065,-0.063,0.0,-0.01,0.138,-0.178,0.0,[Fe/H],,,,,4.49,0.065,-0.134,0.0
Kepler-646,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5634.0,117.96,-139.42,0.0,0.91,0.133,-0.078,0.0,0.93,0.057,-0.061,0.0,-0.07,0.162,-0.192,0.0,[Fe/H],,,,,4.49,0.059,-0.123,0.0
Kepler-461,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5634.0,43.2,-45.6,0.0,0.91,0.021,-0.02,0.0,0.98,0.023,-0.029,0.0,0.04,0.089,-0.092,0.0,[Fe/H],,,,,4.51,0.015,-0.018,0.0
Kepler-729,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5633.0,71.02,-56.34,0.0,0.91,0.107,-0.063,0.0,0.94,0.04,-0.056,0.0,-0.05,0.137,-0.195,0.0,[Fe/H],,,,,4.5,0.048,-0.11,0.0
Kepler-1893,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5633.0,76.0,-76.0,0.0,1.162,0.179,-0.179,0.0,0.973,0.068,-0.056,0.0,0.16,0.15,-0.15,0.0,[Fe/H],,,,,4.296,0.15,-0.113,0.0
EPIC 201427007,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5633.0,111.0,-111.0,0.0,0.94,0.09,-0.09,0.0,,,,,-0.053,0.24,-0.24,0.0,[Fe/H],,,,,4.4,0.07,-0.07,0.0
Kepler-795,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5631.0,83.2,-75.42,0.0,0.96,0.098,-0.068,0.0,0.94,0.039,-0.038,0.0,-0.02,0.097,-0.107,0.0,[Fe/H],,,,,4.45,0.072,-0.084,0.0
K2-190,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5631.0,50.0,-50.0,0.0,0.912206,0.095801,-0.057605,0.0,0.904597,0.032702,-0.036406,0.0,-0.19,0.08,-0.08,0.0,[Fe/H],,,,,4.38,0.1,-0.1,0.0
Kepler-559,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5630.0,200.63,-197.22,0.0,0.95,0.168,-0.092,0.0,0.96,0.073,-0.064,0.0,0.03,0.136,-0.152,0.0,[Fe/H],,,,,4.47,0.069,-0.133,0.0
K2-238,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,G2 V,5630.0,78.0,-78.0,0.0,1.59,0.16,-0.16,0.0,1.19,0.08,-0.08,0.0,0.34,0.04,-0.04,0.0,[Fe/H],,,,,4.11,0.07,-0.07,0.0
Kepler-1043,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5629.0,73.19,-67.58,0.0,0.9,0.104,-0.067,0.0,0.92,0.047,-0.059,0.0,-0.11,0.155,-0.187,0.0,[Fe/H],,,,,4.5,0.05,-0.109,0.0
Kepler-1333,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5628.0,142.84,-162.16,0.0,0.92,0.127,-0.08,0.0,0.94,0.058,-0.061,0.0,-0.04,0.15,-0.187,0.0,[Fe/H],,,,,4.49,0.059,-0.116,0.0
Kepler-672,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5627.0,75.47,-79.72,0.0,0.92,0.114,-0.062,0.0,0.95,0.044,-0.054,0.0,-0.01,0.149,-0.185,0.0,[Fe/H],,,,,4.5,0.047,-0.114,0.0
TOI-908,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1796H/abstract target=ref>Hawthorn et al. 2023</a>,G V,5626.0,61.0,-61.0,0.0,1.028,0.03,-0.03,0.0,0.95,0.01,-0.01,0.0,0.08,0.04,-0.04,0.0,[Fe/H],,,,,4.45,0.03,-0.03,0.0
Kepler-564,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5626.0,144.83,-126.35,0.0,0.92,0.13,-0.071,0.0,0.95,0.058,-0.062,0.0,-0.01,0.141,-0.178,0.0,[Fe/H],,,,,4.49,0.055,-0.112,0.0
WASP-130,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,G6,5625.0,90.0,-90.0,0.0,0.96,0.03,-0.03,0.0,1.04,0.04,-0.04,0.0,0.26,0.1,-0.1,0.0,[Fe/H],,,,,4.49,0.02,-0.02,0.0
K2-24,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>,,5625.0,60.0,-60.0,0.0,1.16,0.04,-0.04,0.0,1.07,0.06,-0.06,0.0,0.34,0.04,-0.04,0.0,[Fe/H],,,,,4.29,0.05,-0.05,0.0
CoRoT-9,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>,,5625.0,80.0,-80.0,0.0,0.96,0.06,-0.06,0.0,0.96,0.04,-0.04,0.0,-0.01,0.06,-0.06,0.0,[Fe/H],,,,,4.54,0.09,-0.09,0.0
Kepler-671,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5624.0,74.83,-91.38,0.0,0.95,0.172,-0.065,0.0,0.97,0.047,-0.04,0.0,0.08,0.145,-0.137,0.0,[Fe/H],,,,,4.47,0.054,-0.148,0.0
Kepler-38,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...87O/abstract target=ref> Orosz et al. 2012 </a>,G4 V,5623.0,50.0,-50.0,0.0,1.752,0.031,-0.034,0.0,0.941,0.055,-0.059,0.0,-0.11,0.08,-0.08,0.0,[M/H],,,,,3.926,0.011,-0.011,0.0
Kepler-1546,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5623.0,325.49,-260.22,0.0,0.93,0.173,-0.091,0.0,0.95,0.107,-0.073,0.0,0.01,0.144,-0.169,0.0,[Fe/H],,,,,4.48,0.068,-0.12,0.0
Kepler-1185,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5622.0,67.7,-58.78,0.0,0.87,0.02,-0.018,0.0,0.96,0.02,-0.024,0.0,-0.04,0.092,-0.086,0.0,[Fe/H],,,,,4.54,0.01,-0.012,0.0
Kepler-730,<a refstr=CA_NTILDE_AS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...870L..17C/abstract target=ref>Ca&ntilde;as et al. 2019</a>,,5620.0,55.0,-59.0,0.0,1.411,0.049,-0.051,0.0,1.047,0.072,-0.054,0.0,0.21,0.014,-0.014,0.0,[Fe/H],,,,,4.162,0.032,-0.028,0.0
K2-224,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5620.0,42.0,-45.0,0.0,0.84,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,-0.19,0.06,-0.06,0.0,[Fe/H],,,,,4.55,0.01,-0.02,0.0
K2-10,<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...56V/abstract target=ref>Van Eylen et al. 2016</a>,,5620.0,70.0,-70.0,0.0,0.98,0.08,-0.08,0.0,0.92,0.05,-0.05,0.0,-0.07,0.07,-0.07,0.0,[Fe/H],,,,,4.5,0.08,-0.08,0.0
EPIC 220492298,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5620.0,31.0,-31.0,0.0,0.89,0.09,-0.09,0.0,,,,,0.28,0.03,-0.03,0.0,[Fe/H],,,,,4.5,0.08,-0.08,0.0
Kepler-720,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5618.0,328.49,-250.53,0.0,0.92,0.176,-0.087,0.0,0.95,0.111,-0.068,0.0,0.0,0.144,-0.177,0.0,[Fe/H],,,,,4.49,0.065,-0.119,0.0
Kepler-1785,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5618.0,112.0,-101.0,0.0,0.996,0.133,-0.109,0.0,0.911,0.068,-0.046,0.0,0.0,0.15,-0.15,0.0,[Fe/H],,,,,4.401,0.1,-0.1,0.0
Kepler-1572,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5618.0,62.91,-70.62,0.0,0.95,0.187,-0.068,0.0,0.97,0.044,-0.041,0.0,0.08,0.138,-0.141,0.0,[Fe/H],,,,,4.47,0.059,-0.158,0.0
Kepler-704,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5616.0,77.94,-102.76,0.0,0.96,0.219,-0.077,0.0,0.97,0.045,-0.047,0.0,0.09,0.142,-0.135,0.0,[Fe/H],,,,,4.46,0.064,-0.181,0.0
Kepler-569,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5616.0,66.28,-55.02,0.0,0.93,0.065,-0.046,0.0,0.95,0.033,-0.035,0.0,0.01,0.103,-0.1,0.0,[Fe/H],,,,,4.48,0.046,-0.065,0.0
Kepler-1215,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5616.0,92.62,-130.14,0.0,0.93,0.133,-0.07,0.0,0.95,0.044,-0.054,0.0,0.01,0.139,-0.16,0.0,[Fe/H],,,,,4.48,0.057,-0.123,0.0
Kepler-1877,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5615.0,101.0,-123.0,0.0,0.936,0.132,-0.047,0.0,1.022,0.043,-0.074,0.0,0.24,0.15,-0.15,0.0,[Fe/H],,,,,4.505,0.03,-0.12,0.0
Kepler-868,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5614.0,75.11,-68.84,0.0,0.89,0.088,-0.064,0.0,0.93,0.046,-0.06,0.0,-0.08,0.146,-0.189,0.0,[Fe/H],,,,,4.51,0.041,-0.092,0.0
Kepler-1334,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5614.0,91.79,-87.5,0.0,0.91,0.122,-0.063,0.0,0.94,0.043,-0.05,0.0,-0.03,0.139,-0.175,0.0,[Fe/H],,,,,4.5,0.05,-0.118,0.0
Kepler-1101,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5614.0,130.34,-168.73,0.0,0.91,0.13,-0.073,0.0,0.94,0.059,-0.061,0.0,-0.04,0.15,-0.178,0.0,[Fe/H],,,,,4.5,0.053,-0.119,0.0
Kepler-943,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5612.0,121.64,-101.28,0.0,0.91,0.11,-0.074,0.0,0.93,0.05,-0.064,0.0,-0.07,0.161,-0.196,0.0,[Fe/H],,,,,4.5,0.052,-0.109,0.0
Kepler-698,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5612.0,128.36,-116.05,0.0,0.91,0.11,-0.068,0.0,0.94,0.051,-0.057,0.0,-0.03,0.142,-0.181,0.0,[Fe/H],,,,,4.5,0.051,-0.106,0.0
Kepler-574,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5612.0,116.01,-108.4,0.0,0.91,0.122,-0.061,0.0,0.95,0.048,-0.054,0.0,-0.01,0.137,-0.164,0.0,[Fe/H],,,,,4.5,0.048,-0.113,0.0
Kepler-1117,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5612.0,82.98,-101.57,0.0,0.93,0.134,-0.063,0.0,0.95,0.044,-0.049,0.0,0.03,0.136,-0.152,0.0,[Fe/H],,,,,4.49,0.051,-0.121,0.0
Kepler-1078,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5612.0,100.22,-123.53,0.0,0.92,0.12,-0.071,0.0,0.94,0.048,-0.054,0.0,-0.01,0.142,-0.186,0.0,[Fe/H],,,,,4.49,0.055,-0.118,0.0
K2-294,<a refstr=DATTILO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..169D/abstract target=ref>Dattilo et al. 2019</a>,,5612.0,50.0,-50.0,0.0,1.2,0.13,-0.12,0.0,0.987,0.034,-0.03,0.0,0.194,0.08,-0.08,0.0,[M/H],,,,,4.2,0.1,-0.1,0.0
Kepler-710,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5611.0,156.89,-127.02,0.0,0.91,0.116,-0.071,0.0,0.94,0.057,-0.061,0.0,-0.04,0.144,-0.192,0.0,[Fe/H],,,,,4.5,0.053,-0.107,0.0
Kepler-1745,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5611.0,84.0,-75.0,0.0,1.4,0.231,-0.283,0.0,0.995,0.074,-0.066,0.0,0.16,0.15,-0.15,0.0,[Fe/H],,,,,4.144,0.195,-0.105,0.0
NGTS-18,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G5 V,5610.0,150.0,-150.0,0.0,1.392,0.209,-0.209,0.0,1.003,0.03,-0.025,0.0,0.15,0.1,-0.1,0.0,[Fe/H],,,,,4.16,0.07,-0.07,0.0
Kepler-984,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5610.0,94.38,-91.79,0.0,0.93,0.052,-0.042,0.0,0.96,0.039,-0.041,0.0,0.04,0.104,-0.105,0.0,[Fe/H],,,,,4.49,0.037,-0.049,0.0
K2-246,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5610.0,32.0,-29.0,0.0,0.94,0.03,-0.03,0.0,0.87,0.02,-0.02,0.0,-0.19,0.03,-0.03,0.0,[Fe/H],,,,,4.43,0.04,-0.03,0.0
Kepler-1299,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5609.0,92.88,-129.75,0.0,0.91,0.131,-0.064,0.0,0.94,0.045,-0.057,0.0,-0.01,0.139,-0.174,0.0,[Fe/H],,,,,4.5,0.049,-0.121,0.0
Kepler-1556,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5608.0,69.12,-91.9,0.0,0.95,0.188,-0.069,0.0,0.97,0.046,-0.046,0.0,0.08,0.156,-0.156,0.0,[Fe/H],,,,,4.47,0.058,-0.155,0.0
Kepler-1330,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5608.0,83.0,-112.79,0.0,0.94,0.226,-0.07,0.0,0.97,0.047,-0.051,0.0,0.08,0.139,-0.151,0.0,[Fe/H],,,,,4.48,0.057,-0.185,0.0
Kepler-1611,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5605.0,89.65,-122.47,0.0,0.93,0.166,-0.074,0.0,0.94,0.044,-0.053,0.0,0.01,0.135,-0.172,0.0,[Fe/H],,,,,4.49,0.059,-0.144,0.0
Kepler-894,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5603.0,83.94,-60.71,0.0,0.85,0.093,-0.08,0.0,0.87,0.061,-0.069,0.0,-0.25,0.185,-0.202,0.0,[Fe/H],,,,,4.53,0.054,-0.099,0.0
Kepler-827,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5602.0,179.4,-142.49,0.0,0.91,0.113,-0.073,0.0,0.93,0.066,-0.061,0.0,-0.06,0.151,-0.181,0.0,[Fe/H],,,,,4.5,0.057,-0.106,0.0
Kepler-1770,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5602.0,166.0,-150.0,0.0,1.009,0.269,-0.145,0.0,0.941,0.104,-0.085,0.0,0.1,0.25,-0.3,0.0,[Fe/H],,,,,4.404,0.116,-0.188,0.0
Kepler-739,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5601.0,89.95,-87.84,0.0,0.9,0.114,-0.067,0.0,0.93,0.048,-0.059,0.0,-0.08,0.159,-0.19,0.0,[Fe/H],,,,,4.51,0.049,-0.112,0.0
K2-366,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,5601.0,138.0,-138.0,0.0,0.94,0.065,-0.058,0.0,0.825,0.366,-0.255,0.0,-0.216,0.235,-0.235,0.0,[Fe/H],,,,,4.406,0.15,-0.15,0.0
WASP-65,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,G6,5600.0,100.0,-100.0,0.0,1.01,0.05,-0.05,0.0,0.93,0.14,-0.14,0.0,-0.07,0.07,-0.07,0.0,[Fe/H],,,,,4.4,0.02,-0.02,0.0
WASP-57,<a refstr=SOUTHWORTH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3094S/abstract target=ref>Southworth et al. 2015</a>,,5600.0,100.0,-100.0,0.0,0.927,0.033,-0.033,0.0,0.886,0.067,-0.067,0.0,-0.25,0.1,-0.1,0.0,[Fe/H],,,,,4.452,0.025,-0.025,0.0
NGTS-15,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G6 V,5600.0,150.0,-150.0,0.0,0.954,0.082,-0.082,0.0,0.995,0.025,-0.025,0.0,0.15,0.1,-0.1,0.0,[Fe/H],,,,,4.4,0.12,-0.13,0.0
Kepler-87,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>,,5600.0,50.0,-50.0,0.0,1.82,0.04,-0.04,0.0,1.1,0.05,-0.05,0.0,-0.17,0.03,-0.03,0.0,[Fe/H],,,,,3.96,0.02,-0.02,0.0
HD 141399,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,K0,5600.0,40.0,-40.0,0.0,,,,,1.07,0.08,-0.08,0.0,0.35,0.03,-0.03,0.0,[Fe/H],,,,,4.28,0.05,-0.05,0.0
K2-108,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5599.0,87.0,-87.0,0.0,1.76,0.04,-0.04,0.0,1.17,0.06,-0.06,0.0,0.36,0.05,-0.05,0.0,[Fe/H],,,,,4.02,0.03,-0.03,0.0
HATS-9,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5599.0,85.0,-85.0,0.0,1.56,0.04,-0.04,0.0,1.1,0.05,-0.05,0.0,0.38,0.05,-0.05,0.0,[Fe/H],,,,,4.1,0.03,-0.03,0.0
