Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
752	KIC7910848	1.274	0.0700071424927486	0.103831594420966	1.637	0.0564623768539724	0.0546260011349907	6074	56	56	3.745	0.314117072361303	0.314117072361303	0.11	0.1	0.1	4.111	0.0230867927612304	0.0240416305603426	0.06933216796285767	0.008122957566804017	0.00895005123881069	3.8126092	MS	F		serenelli17	6.82255639378786	3.39304758671237	0.921962462956865	8.3876387813432	A
753	KIC7914731	1.427	0.0796052762070455	0.0840951841665146	2.793	0.141661568535718	0.119369175250565	5633	67	67	9.674	0.900165862671944	0.900165862671944	-0.047	0.103	0.103	3.701	0.0253179778023443	0.0253179778023443	0.015635888208563358	0.002534019265571548	0.0022063939581894996	4.1016847	PMS	G		serenelli17	5.73582552114786	4.67294564601294	1.18941949227765	9.30500168153756	A
754	KIC7938112	1.37	0.13	0.17	1.84	0.07	0.09	6520	70	70	7.203	0.779587287365598	0.779587287365598	-0.22	0.15	0.15	4.043	0.018	0.02	0.05250231929441653	0.007792654015222633	0.010089479134450527	3.5202562	MS	F		C14sdss	10.9489051094891	4.34782608695652	1.07361963190184	10.8230915919145	A
755	KIC7940546	1.3987	0.0304	0.0114	1.9414	0.027	0.009	6235	77	77	6.189	0.023	0.257	-0.2	0.1	0.1	4.0073	0.0011	0.0033	0.04563424710297127	0.002146824075187633	0.0007356145749675947	3.7070737	MS	F		silva17	1.49424465575177	0.927165962707325	1.23496391339214	2.26207788010987	A
756	KIC7970740	0.728	0.0304	0.0095	0.7628	0.006	0.006	5309	77	77	0.429	0.025	0.022	-0.54	0.1	0.1	4.5386	0.0055	0.0044	0.3915711773454093	0.018781470006992627	0.010558776605806225	4.3140667	MS	G		silva17	2.74038461538462	0.786575773466177	1.45036730080995	5.47785547785548	A
757	KIC7976303	1.133	0.0484664832642105	0.0447772263544762	1.979	0.0358468966578698	0.034132096331752	6304	46	46	5.37	0.457695667316105	0.457695667316105	-0.577	0.102	0.102	3.899	0.0076157731058639	0.0076157731058639	0.03489827157343647	0.0024134920425687703	0.0022721643452297954	3.6618442	MS	F		serenelli17	4.11490333710003	1.76803923672617	0.729695431472081	8.52319678428501	A
758	KIC8006161	0.9788	0.0304	0.0304	0.9247	0.012	0.009	5488	77	77	0.688	0.047	0.049	0.34	0.1	0.1	4.4935	0.0066	0.0066	0.29553081977986323	0.014718182094886853	0.012598033137655156	4.1967322	MS	G		silva17	3.10584389047814	1.13550340651022	1.4030612244898	6.97674418604651	A
759	KIC8012842	1.107	0.0694046107978425	0.0670074622710038	1.305	0.0490407993409569	0.0462385120867876	5849	58	58	1.931	0.163391808131305	0.163391808131305	0.152	0.1	0.1	4.251	0.0237697286480094	0.0237697286480094	0.11891249090924798	0.015339499875179737	0.014545618544785926	3.9600967	MS	G		serenelli17	6.16134024701203	3.65054833056492	0.991622499572577	8.46151259095313	A
760	KIC8016496	1.5	0.10555093557141	0.133809566175218	2.081	0.109128364782031	0.100344406919369	6446	73	73	6.152	0.590682772861468	0.590682772861468	0.088	0.1	0.1	3.972	0.0281602556806574	0.0291547594742265	0.0397362069754123	0.006848182998882324	0.00675325038459386	3.5687632	MS	F		serenelli17	7.97868339155427	5.0329834623114	1.13248526217809	9.60147550164936	A
761	KIC8018599	1.687	0.0580517010948	0.0594138031100518	3.415	0.0574282160614449	0.0574282160614449	6013	62	62	15.11	1.30464053950302	1.30464053950302	0.064	0.1	0.1	3.598	0.0072111025509279	0.0072111025509279	0.010112402544202863	0.0006175417754860711	0.0006221791756725629	3.8525947	PMS	F		serenelli17	3.4814909367176	1.68164615114041	1.03109928488275	8.63428550299813	A
762	KIC8019508	1.477	0.0578013840664737	0.0635137780328017	2.61	0.0403112887414927	0.041182520563948	6211	55	55	9.85	0.868727966273648	0.868727966273648	0.052	0.1	0.1	3.772	0.0094339811320566	0.0094339811320566	0.01983217582124653	0.001202819371081331	0.0012683107464247804	3.7228057	MS	F		serenelli17	4.10680982055773	1.56118408631113	0.885525680244727	8.8195732616614	A
763	KIC8026226	1.503	0.0580517010948	0.0551543289325507	2.836	0.0424264068711929	0.0403608721412211	6319	54	54	11.41	0.911453845344609	0.911453845344609	-0.272	0.103	0.103	3.709	0.0064031242374328	0.0064031242374328	0.0157308319560912	0.0009314465177202647	0.0008856135741930772	3.6520117	MS	F		serenelli17	3.76600232958585	1.45957826185497	0.854565595822124	7.98820197497467	A
764	KIC8027956	1.178	0.0534134814442946	0.0558032257132148	1.728	0.0493963561409139	0.0475394572960188	5967	70	70	3.431	0.298165152476544	0.298165152476544	0.042	0.1	0.1	4.033	0.0167630546142402	0.0167630546142402	0.05450363489491792	0.005287218684866048	0.005186687887930778	3.8827477	MS	G		serenelli17	4.63568366542909	2.80485571287421	1.17311882017764	8.69032796492405	A
765	KIC8045442	1.477	0.0559464029227975	0.0648845127900333	2.996	0.0684470598345904	0.0693541635375988	5853	76	76	9.93	0.891637467428875	0.891637467428875	-0.138	0.1	0.1	3.65	0.013	0.013	0.013111925075935088	0.0010267811031745057	0.001077469320350782	3.9574747	PMS	G		serenelli17	4.09041691648039	2.2997533940619	1.29847941226721	8.97922927924345	A
766	KIC8077137	1.117	0.04	0.049	1.632	0.018	0.009	6072	75	75	3.183	0.293	0.202	-0.032	0.0721110255092798	0.0721110255092798	4.056	0.013	0.01	0.06134852148191766	0.0029911428805404483	0.002876235375636114	3.8139202	MS	F	p	silva15	3.98388540734109	0.827205882352941	1.23517786561265	7.77568331762488	A
767	KIC8106950	1.054	0.0651920240520265	0.0626817357768593	1.676	0.0904433524367601	0.0828733974204026	6098	63	63	3.457	0.313045756900715	0.313045756900715	-0.385	0.101	0.101	4.011	0.0310644491340181	0.0330605505096331	0.05344781539078126	0.009262756353488687	0.00854193966747726	3.7968772	MS	F		serenelli17	6.06611763894145	5.17054743010629	1.03312561495572	9.05541674575399	A
768	KIC8114155	1.063	0.0596405902049938	0.058821764679411	1.538	0.0540832691319598	0.0512640224719052	5761	60	60	2.673	0.237112104909079	0.237112104909079	0.019	0.1	0.1	4.089	0.0215870331449229	0.022561028345357	0.06975504911244378	0.008334739732399525	0.007971936915890595	4.0177807	MS	G		serenelli17	5.57207689954867	3.42481442145205	1.04148585315049	8.87063617317914	A
769	KIC8150065	1.22	0.0444184646290256	0.0559464029227975	1.408	0.0174928556845359	0.0219317121994613	6265	58	58	2.811	0.236825362985485	0.236825362985485	-0.033	0.1	0.1	4.227	0.0072111025509279	0.0080622577482985	0.10434298506656095	0.005436624850742745	0.006831538137946472	3.6874087	MS	F		serenelli17	4.11331424392718	1.40002016633513	0.925778132482043	8.4249506576124	A
770	KIC8172589	1.14	0.15	0.17	2.15	0.13	0.14	5600	58	58	4.954	0.462932411792715	0.462932411792715	-0.2	0.2	0.15	3.827	0.024	0.024	0.027384250713737512	0.006136595635611121	0.006729998146979678	4.1233162	PMS	G		C14sdss	14.0350877192982	6.27906976744186	1.03571428571429	9.34461872815331	A
771	KIC8174170	1.25	0.13	0.2	2.18	0.12	0.16	5983	64	64	2.899	0.668392808888767	0.668392808888767	-0.04	0.15	0.15	3.859	0.016	0.016	0.028803941677879773	0.00562130391785923	0.007839794154474361	3.8722597	MS	G		C14sdss	13.2	6.42201834862385	1.06969747618252	23.0559782300368	A
772	KIC8174981	1.227	0.0558032257132148	0.055	1.984	0.0416773319683494	0.0425440947723653	6065	53	53	5.635	0.472254111606762	0.472254111606762	-0.099	0.1	0.1	3.932	0.0125299640861417	0.0125299640861417	0.037508608244573395	0.0029150527294151867	0.002940950178309818	3.8185087	MS	F		serenelli17	4.51520887176915	2.12251579487688	0.873866446826051	8.38072957598514	A
773	KIC8176564	1.174	0.0452216762183801	0.068154236845555	1.526	0.0240831891575846	0.0316227766016838	6109	51	51	2.746	0.232140294724242	0.232140294724242	-0.126	0.0721110255092798	0.0721110255092798	4.14	0.0078102496759066	0.010295630140987	0.0788707347634539	0.004813929281630689	0.006708654658674122	3.7896667	MS	F	p	serenelli17	4.82861639965652	1.82522823588691	0.834833851694222	8.45376164327174	A
774	KIC8179536	1.289	0.0442040722106007	0.0426380112106557	1.366	0.0164012194668567	0.0156204993518133	6418	50	50	2.624	0.222979865212947	0.222979865212947	0.031	0.1	0.1	4.276	0.0067082039324993	0.0058309518948453	0.12072916863772123	0.006004366767533117	0.005753419169582846	3.5871172	MS	F		serenelli17	3.36858353069264	1.17209805339202	0.779058896852602	8.49770827793244	A
775	KIC8179643	1.148	0.0666033032213869	0.0673572564761956	1.83	0.0631347764706584	0.061400325732035	6280	61	61				-0.402	0.102	0.102	3.971	0.0171172427686237	0.0171172427686237	0.044719816164127256	0.00530606318115273	0.005210246777906661	3.6775762	MS	F		serenelli17	5.83451915059157	3.40259842083862	0.971337579617834	100.0	A
776	KIC8179973	1.229	0.0636317530797321	0.061057350089895	3.466	0.0662193325245732	0.0662193325245732	4949	60	60	7.016	0.695886219349467	0.695886219349467	0.174	0.0721110255092798	0.0721110255092798	3.447	0.0067082039324993	0.0076157731058639	0.007046567207971466	0.0005442679487641108	0.0005344858026723181	4.5500467	PMS	K	p	serenelli17	5.07278694750314	1.91054046522139	1.21236613457264	9.9185607090859	A
777	KIC8216936	1.378	0.0856329375882902	0.111503363177978	1.896	0.0896939239859646	0.0845990543682375	6437	50	50	9.234	0.780591872572674	0.780591872572674	-0.106	0.1	0.1	4.017	0.021095023109729	0.0240831891575846	0.0482664779680401	0.0074779162123995045	0.007549628947134731	3.5746627	MS	F		serenelli17	7.15298623970493	4.59633381735765	0.776759359950287	8.45345324423516	A
778	KIC8219268	1.34	0.17	0.17	6.53	0.35	0.35	4605	97	97	17.6	2.22763288531089	2.22763288531089	0.29	0.16	0.16				0.0011488852274256932	0.0002353122161598288	0.0002353122161598288	4.7755387	PMS	K	p	huber13	12.6865671641791	5.35987748851455	2.10640608034745	12.6570050301755	A
779	KIC8228742	1.39	0.047169905660283	0.12459534501738	1.877	0.0259422435421457	0.0541294744108974	6130	51	51	4.252	0.384700415050111	0.384700415050111	-0.019	0.1	0.1	4.033	0.0078102496759066	0.0161554944214035	0.050180313830322586	0.0026886568616266483	0.006251348350296486	3.7759012	MS	F		serenelli17	6.17860613948429	2.13297064339486	0.831973898858075	9.0475168167947	A
780	KIC8241455	1.383	0.0608769250208977	0.0616198020120156	2.429	0.0490917508345343	0.0482597140480546	6262	66	66	9.402	0.792686091351386	0.792686091351386	-0.094	0.099	0.099	3.806	0.0120830459735946	0.0120830459735946	0.023038331675846496	0.0017261587333812036	0.0017144374269501468	3.6893752	MS	F		serenelli17	4.42865969027163	2.00394122854238	1.05397636537847	8.43103692141444	A
781	KIC8249189	1.271	0.0700927956355002	0.0888144132446981	1.64	0.080529497701153	0.0769220384545288	6432	65	65	6.48	0.770738566464307	0.770738566464307	-0.187	0.1	0.1	4.111	0.0270739727413618	0.0290688837074973	0.06879001388471459	0.010820283818236732	0.01080736341618078	3.5779402	MS	F		serenelli17	6.25126706845784	4.80035171206347	1.01057213930348	11.8941136800047	A
782	KIC8289241	1.214	0.0573846669416143	0.0668505796534331	1.364	0.043081318457076	0.042154477816716	6306	52	52	2.682	0.220423644931912	0.220423644931912	-0.004	0.1	0.1	4.251	0.0192353840616713	0.0192353840616713	0.11420548605224419	0.01209317851773689	0.012315355616506544	3.6605332	MS	F		serenelli17	5.11677292401348	3.12447933554956	0.824611481129083	8.21862956494824	A
783	KIC8292840	1.148	0.051	0.049	1.345	0.015	0.018	6239	94	94	2.636	0.148	0.142	-0.164	0.0721110255092798	0.0721110255092798	4.24	0.008	0.008	0.11263838779602778	0.006264330929190495	0.006600407949849736	3.7044517	MS	F	p	silva15	4.35540069686411	1.22676579925651	1.50665170700433	5.50075872534143	A
784	KIC8298626	1.206	0.056302753041037	0.0631347764706584	1.378	0.0277308492477241	0.0295465734053883	6211	84	84	3.33	0.295233576406985	0.295233576406985	0.038	0.099	0.099	4.24	0.0117046999107196	0.0126491106406735	0.1100299829816313	0.0083971776203545	0.009125376779261299	3.7228057	MS	F		serenelli17	4.95180470612336	2.07828093806649	1.3524392207374	8.86587316537492	A
785	KIC8321567	1.073	0.0584123274660409	0.0576281181368956	1.586	0.0340587727318528	0.0340587727318528	5744	58	58	2.503	0.230610553671934	0.230610553671934	0.032	0.101	0.101	4.067	0.0114017542509914	0.0114017542509914	0.06420983644999212	0.005415737780631869	0.005385568232499997	4.0289242	MS	G		serenelli17	5.40729010265315	2.14746360226058	1.00974930362117	9.21336610754831	A
786	KIC8349582	1.068	0.021	0.019	1.417	0.012	0.009	5699	74	74	1.891	0.09	0.094	0.268	0.0721110255092798	0.0721110255092798	4.163	0.003	0.004	0.08961342838263262	0.0028789274251506207	0.002336078401417007	4.0584217	MS	G	p	silva15	1.87265917602996	0.741002117148906	1.29847341638884	4.86515071390799	A
787	KIC8360349	1.727	0.114725759966975	0.114725759966975	2.656	0.066407830863536	0.0689420046125727	6258	49	49	9.716	0.765419363611993	0.765419363611993	0.153	0.099	0.099	3.826	0.0111803398874989	0.0122065556157337	0.02200490592310217	0.002204816928184254	0.0022523570114268174	3.6919972	MS	F		serenelli17	6.64306658754923	2.54800142086048	0.782997762863535	7.87792675599005	A
788	KIC8367710	1.455	0.0644437739428721	0.122772146678308	2.041	0.0339705755029261	0.0559464029227975	6352	66	66	6.585	0.565773538492933	0.565773538492933	0.014	0.1	0.1	3.98	0.0080622577482985	0.0117046999107196	0.040855014584609176	0.0027268832253952327	0.004813666869266905	3.6303802	MS	F		serenelli17	6.43353679110585	2.20276772233522	1.03904282115869	8.59185328007491	A
789	KIC8377423	1.21	0.19	0.14	1.99	0.12	0.11	6059	57	57	6.765	0.601312885270374	0.601312885270374	0.24	0.15	0.15	3.928	0.032	0.031	0.036655363597588204	0.008780718100804639	0.007411853135800037	3.8224417	MS	F		C14sdss	13.6363636363636	5.77889447236181	0.940749298564119	8.88858662631743	A
790	KIC8379927	1.1194	0.0399	0.0399	1.1197	0.015	0.015	6067	120	120	1.624	0.104	0.101	-0.1	0.15	0.15	4.3879	0.0066	0.0077	0.1903669968201158	0.010226241979315237	0.010226241979315237	3.8171977	MS	F		silva17	3.56440950509201	1.33964454764669	1.97791330146695	6.3115763546798	A
791	KIC8391021	1.26	0.1	0.11	1.54	0.05	0.05	6250	51	51	2.947	0.251913091070874	0.251913091070874	-0.22	0.2	0.15	4.163	0.01	0.011	0.08236065148731915	0.010348012574899553	0.010772834017104707	3.6972412	MS	F		C14sdss	8.33333333333333	3.24675324675325	0.816	8.54811981916775	A
792	KIC8394589	1.121	0.0574282160614449	0.0566127194188726	1.192	0.0240416305603426	0.0240416305603426	6251	54	54	1.847	0.164029888632896	0.164029888632896	-0.27	0.139	0.139	4.335	0.0092195444572928	0.0092195444572928	0.15801133308512955	0.012527428513322905	0.01245346112293332	3.6965857	MS	F		serenelli17	5.0865716092916	2.01691531546498	0.863861782114862	8.88088189674587	A
793	KIC8408931	1.493	0.0746525284233562	0.0738782782690555	2.866	0.0532541078227774	0.0532541078227774	6252	120	120	11.63	1.02525741165987	1.02525741165987	-0.124	0.101	0.101	3.697	0.0125299640861417	0.0116619037896906	0.015140584460863901	0.001133782491492394	0.0011285548458361005	3.6959302	MS	F		serenelli17	4.97424000979276	1.85813355976195	1.91938579654511	8.81562692742792	A
794	KIC8414062	1.3	0.0721248916810278	0.0802807573457052	1.726	0.105304320899002	0.102459748194108	6578	61	61	3.12	0.281430926714807	0.281430926714807	-0.251	0.1	0.1	4.076	0.0421070065428546	0.0411096095821889	0.06035765646377708	0.01154374893552082	0.01137686787657977	3.4822372	MS	F		serenelli17	5.86175573179742	6.01865785321871	0.927333536029188	9.02022201008997	A
795	KIC8416311	1.565	0.091438503924769	0.150479234447813	2.275	0.0760591874792257	0.0877268487978452	6446	60	60	8.627	0.726635065752401	0.726635065752401	0.131	0.1	0.1	3.915	0.0152970585407784	0.0152970585407784	0.03173083710775276	0.0036831544462807065	0.004773155940384455	3.5687632	MS	F		serenelli17	7.7290012259611	3.59969310499057	0.930809804529941	8.42280127219661	A
796	KIC8420801	1.35	0.1	0.19	1.74	0.06	0.08	6506	73	73	4.674	0.40855015265179	0.40855015265179	0.07	0.15	0.15	4.08	0.017	0.02	0.06117830134431585	0.007783965636480494	0.012055839957740054	3.5294332	MS	F		C14sdss	10.7407407407407	4.02298850574713	1.12204119274516	8.74091041189111	A
797	KIC8424992	0.929	0.0474236228055175	0.0474236228055175	1.052	0.0192353840616713	0.0192353840616713	5807	57	57	1.148	0.0997577347485686	0.0997577347485686	-0.127	0.101	0.101	4.362	0.0076157731058639	0.0076157731058639	0.190493378906441	0.014274090167176373	0.014274090167176373	3.9876277	MS	G		serenelli17	5.10480331598681	1.82845856099537	0.981573962459101	8.68969814883002	A
798	KIC8435400	1.5	0.13	0.21	2.34	0.12	0.13	6322	59	59	9.416	0.822782257353369	0.822782257353369	0.14	0.15	0.1	3.863	0.016	0.016	0.027948279481120327	0.004935048135031359	0.006083344633661939	3.6500452	MS	F		C14sdss	11.3333333333333	5.34188034188034	0.933248971844353	8.73812932618276	A
799	KIC8478994	0.81	0.019	0.011	0.772	0.003	0.006	5417	75	75	0.467	0.023	0.025	-0.248	0.0721110255092798	0.0721110255092798	4.57	0.003	0.002	0.42028559834206364	0.011009001522901267	0.011340407211251438	4.2432727	MS	G	p	silva15	1.85185185185185	0.582901554404145	1.38453018275798	5.13918629550321	A
800	KIC8491374	1.38	0.14	0.19	1.95	0.09	0.1	6520	65	65	5.685	0.476353911087547	0.476353911087547	0.0	0.15	0.1	3.988	0.023	0.023	0.04443105678790585	0.007626568973891951	0.00917312936224866	3.5202562	MS	F		C14sdss	11.9565217391304	4.87179487179487	0.996932515337423	8.37913651869037	A
801	KIC8493735	1.374	0.0671192967781993	0.0654599113962126	2.585	0.0708378429936994	0.0689492567037528	5965	109	109	7.573	0.667866433249052	0.667866433249052	-0.08	0.1	0.1	3.749	0.01552417469626	0.01552417469626	0.018989629048704472	0.0018159494319064196	0.001768453862477634	3.8840587	PMS	G		serenelli17	4.82457089426535	2.70381237325826	1.82732606873428	8.81904705201442	A
802	KIC8493800	1.252	0.0572800139664787	0.0631268564083465	1.482	0.0291547594742265	0.030886890422961	6241	73	73	2.704	0.227754039250838	0.227754039250838	0.039	0.1	0.1	4.193	0.0125299640861417	0.0134164078649987	0.09182715066139782	0.006857114782049874	0.007375679729820458	3.7031407	MS	F		serenelli17	4.8085810852566	2.02569669018851	1.16968434545746	8.42285648117003	A
803	KIC8494142	1.418	0.03	0.019	1.887	0.012	0.012	6144	106	106	4.818	0.259	0.243	0.058	0.0721110255092798	0.0721110255092798	4.038	0.005	0.005	0.05038159599854758	0.0014352710376517577	0.0011745544405665207	3.7667242	MS	F	p	silva15	1.7277856135402	0.635930047694754	1.72526041666667	5.20963055209631	A
804	KIC8499940	1.163	0.102156742312977	0.0617170964968379	1.648	0.0407062648740952	0.0363593179253957	6023	58	58	3.065	0.266432730444261	0.266432730444261	-0.006	0.1	0.1	4.07	0.0143178210632764	0.0125299640861417	0.06203252844213168	0.007128797243241753	0.0052625321271728065	3.8460397	MS	F		serenelli17	7.0453069135776	2.33815481794572	0.962975261497593	8.69274813847508	A
805	KIC8516041	1.09	0.13	0.12	1.3	0.06	0.06	6214	65	65	2.381	0.222320260232039	0.222320260232039	0.18	0.15	0.15	4.246	0.018	0.019	0.11844257257862945	0.021644870398471922	0.020951881638750502	3.7208392	MS	F		C14sdss	11.4678899082569	4.61538461538461	1.04602510460251	9.33726418446195	A
806	KIC8524425	1.15	0.05	0.05	1.84	0.03	0.04	5634	84	84	3.166	0.28423121349949	0.28423121349949	0.14	0.09	0.09	3.969	0.008	0.008	0.044071289918670806	0.0028841772052448367	0.0034543759908175387	4.1010292	PMS	G		C14bruntt	4.34782608695652	1.90217391304348	1.49094781682641	8.97761255525868	A
807	KIC8547279	1.32	0.33	0.27	3.34	0.33	0.29	5174	68	68	5.193	0.504767395609497	0.504767395609497	-0.06	0.1	0.15	3.509	0.026	0.029	0.008457576241667214	0.003279503242870381	0.0028010820169510177	4.4025592	PMS	K		C14sdss	22.7272727272727	9.2814371257485	1.31426362582141	9.72015011764871	A
808	KIC8554498	1.197	0.021	0.029	1.794	0.015	0.015	5945	60	60	3.684	0.13	0.182	0.17	0.05	0.05	4.007	0.003	0.003	0.04949236703379785	0.0015149633795210268	0.0017259617686651574	3.8971687	MS	G	p	silva15	2.08855472013367	0.836120401337793	1.00925147182506	4.23452768729642	A
809	KIC8561221	1.436	0.0639531078212779	0.0675425791630731	3.091	0.0519711458407451	0.0545893762558247	5229	60	60	7.054	0.647259290574214	0.647259290574214	-0.164	0.101	0.101	3.614	0.0060827625302982	0.0060827625302982	0.011608305135092515	0.0007811038068369034	0.0008224245172333815	4.3665067	PMS	G		serenelli17	4.57854063315986	1.72372245384293	1.14744693057946	9.17577673056726	A
810	KIC8574769	1.069	0.0472016948848238	0.0480104155366312	1.579	0.0246981780704569	0.0255538646783613	5437	70	70	2.378	0.218407208797397	0.218407208797397	0.341	0.1	0.1	4.069	0.0086023252670426	0.0086023252670426	0.06482502693340719	0.004176873841401303	0.004287389051297714	4.2301627	PMS	G		serenelli17	4.4533260253253	1.59126164499108	1.28747471031819	9.18449153899904	A
811	KIC8579578	1.538	0.0903382532485547	0.159154013458662	2.218	0.0502195181179589	0.0726704891960967	6308	45	45	7.653	0.642982127265446	0.642982127265446	0.054	0.1	0.1	3.932	0.0120415945787923	0.015	0.03364984752846518	0.003021740056533907	0.0048025830083201935	3.6592222	MS	F		serenelli17	8.11093194756882	2.77028871312118	0.713379835129994	8.40170034320458	A
812	KIC8607720	1.37	0.07	0.07	5.32	0.11	0.11	5066	75	75	15.73	1.59920940864126	1.59920940864126	-0.141	0.0721110255092798	0.0721110255092798				0.002172186253485483	0.0001745661919126511	0.0001745661919126511	4.4733532	PMS	K	p	huber13	5.10948905109489	2.06766917293233	1.48045795499408	10.1666205253736	A
813	KIC8621637	1.176	0.0516236379965612	0.0534883164812653	1.876	0.0433243580448689	0.0442718872423573	5737	75	75	3.616	0.315885417934653	0.315885417934653	0.094	0.1	0.1	3.961	0.0114017542509914	0.0114017542509914	0.04252263908278571	0.003487634801336873	0.003578218637168576	4.0335127	PMS	G		serenelli17	4.46904568358106	2.33465472513929	1.30730346871187	8.73576930129019	A
814	KIC8656342	1.159	0.112307613277106	0.0738782782690555	1.621	0.0457930125674212	0.0432666153055679	6074	71	71	3.33	0.299756919590974	0.299756919590974	-0.05	0.099	0.099	4.085	0.0174928556845359	0.0158113883008419	0.06495996498166698	0.008362490807802993	0.006648493071946572	3.8126092	MS	F		serenelli17	8.03217823753933	2.74705823173933	1.16891669410603	9.00170929702625	A
815	KIC8677016	1.081	0.064007812023221	0.0622655603042324	1.324	0.0322024843762092	0.0313049516849971	6248	75	75	3.585	0.402598293514387	0.402598293514387	-0.27	0.101	0.101	4.227	0.0139283882771841	0.0139283882771841	0.1111918943688867	0.010448554091786771	0.010160043023443512	3.6985522	MS	F		serenelli17	5.84058151375825	2.39831707179782	1.20038412291933	11.2300779222981	A
816	KIC8684730	1.32	0.1	0.1	2.06	0.08	0.08	5882	87	87	4.727	0.430078285582306	0.430078285582306	0.173	0.0721110255092798	0.0721110255092798				0.03604820638205526	0.005009610223821053	0.005009610223821053	3.9384652	MS	G	p	huber13	7.57575757575758	3.88349514563107	1.47908874532472	9.09833479124828	A
817	KIC8694723	1.176	0.0644049687524185	0.0749666592559653	1.554	0.0292061637330205	0.0318276609256791	6351	62	62	3.211	0.269658569171998	0.269658569171998	-0.359	0.1	0.1	4.125	0.0084852813742385	0.01	0.07481103600872384	0.005880319485787251	0.006623623502745615	3.6310357	MS	F		serenelli17	5.92566445613876	1.96376527215893	0.976224216658794	8.39796229124878	A
818	KIC8696343	1.119	0.061057350089895	0.061057350089895	1.183	0.0341760149812701	0.0332415402771893	6178	65	65	1.909	0.162372778192266	0.162372778192266	-0.056	0.099	0.099	4.341	0.0186815416922694	0.0196468827043885	0.16135678918998303	0.016525145828866977	0.016202839536703196	3.7444372	MS	F		serenelli17	5.45642091956166	2.84943175225949	1.05212042732276	8.5056457932041	A
819	KIC8702606	1.278	0.0573846669416143	0.0604400529450463	2.476	0.0480104155366312	0.0517397332811061	5511	85	85	5.454	0.501818792648633	0.501818792648633	-0.17	0.1	0.1	3.754	0.0058309518948453	0.0058309518948453	0.020099734623546694	0.0014770284985983178	0.0015783823216458407	4.1816557	PMS	G		serenelli17	4.60973082498672	2.01434064656174	1.54236980584286	9.20093129168744	A
820	KIC8738809	1.332	0.0438292140016222	0.041182520563948	2.163	0.0270185121722126	0.0262488094968134	6058	59	59	6.269	0.527974582093028	0.527974582093028	0.074	0.1	0.1	3.892	0.0078102496759066	0.0070710678118654	0.03142288508728203	0.0015670547139712964	0.0015008551962464223	3.8230972	MS	F		serenelli17	3.19113117738627	1.2313296733478	0.973918785077583	8.4219904624825	A
821	KIC8751420	1.34	0.06	0.07	2.74	0.06	0.06	5264	84	84	5.142	0.487162137946262	0.487162137946262	-0.15	0.09	0.09	3.689	0.007	0.007	0.015551221264384432	0.0012363492510900926	0.0013052394572504614	4.3435642	PMS	G		C14bruntt	4.85074626865672	2.18978102189781	1.59574468085106	9.47417615609222	A
822	KIC8760414	0.8115	0.031	0.0186	1.0196	0.0097	0.0121	5873	77	77	1.208	0.052	0.052	-0.92	0.1	0.1	4.3293	0.0047	0.0063	0.18277232417798095	0.008715522740265916	0.007738992343666954	3.9443647	MS	G		silva17	3.05606900800986	1.0690466849745	1.31108462455304	4.3046357615894	A
823	KIC8776961	1.065	0.0531413210223457	0.0512640224719052	1.676	0.034	0.034	5777	72	72	2.977	0.266738425847769	0.266738425847769	-0.126	0.1	0.1	4.017	0.0089442719099991	0.0098488578017961	0.05400561991573248	0.004250227411708794	0.004190516452856666	4.0072927	MS	G		serenelli17	4.90165931897891	2.02863961813842	1.24632162021811	8.95997399555824	A
824	KIC8802782	1.44	0.155595629758679	0.0772334124585985	2.359	0.11610770861575	0.100319489631876	6089	68	68	8.073	0.665018024377498	0.665018024377498	0.254	0.1	0.1	3.851	0.0230867927612304	0.0240831891575846	0.026187260000777632	0.004791479303828497	0.0036241690510894326	3.8027767	MS	F		serenelli17	8.08434174365548	4.58726575344693	1.11676794219084	8.23755759169451	A
825	KIC8817551	1.303	0.0532259335286851	0.0559464029227975	2.351	0.0732461603089199	0.0684105255059483	5720	57	57	6.694	0.582658133947912	0.582658133947912	0.03	0.1	0.1	3.808	0.0170880074906351	0.0180277563773199	0.023938554307532858	0.0024417920961356835	0.0023288222558218467	4.0446562	PMS	G		serenelli17	4.18926847473072	3.0126900428513	0.996503496503496	8.70418485132823	A
826	KIC8822366	1.12	0.08	0.08	1.59	0.05	0.05	6034	92	92	3.035	0.285608735983054	0.285608735983054	-0.122	0.0721110255092798	0.0721110255092798				0.06651782502891006	0.007871058821725643	0.007871058821725643	3.8388292	MS	F	p	huber13	7.14285714285714	3.14465408805031	1.52469340404375	9.41050200932633	A
827	KIC8866102	1.228	0.042	0.04	1.357	0.012	0.015	6325	75	75	2.753	0.13	0.13	-0.005	0.0721110255092798	0.0721110255092798	4.262	0.007	0.008	0.11731950300284888	0.005078142227990353	0.005453397046190228	3.6480787	MS	F	p	silva15	3.33876221498371	0.994841562269713	1.18577075098814	4.72212132219397	A
